TCGA_barcode	42MGBA	8MGBA	A172	AM38	CAS1	CCFSTTG1	DBTRG05MG	DKMG	GAMG	GB1	GMS10	GOS3	KALS1	KG1C	KNS42	KNS60	KNS81	KS1	LN18	LN229	M059K	SF126	SF295	SNU1105	SNU201	SNU466	SNU489	SNU626	T98G	U118MG	U251MG	U87MG	YH13	YKG1
TCGA-12-3652-01	0.531854899722496	0.523421324547802	0.535986931138224	0.449488834203212	0.602123712483207	0.566462877456494	0.572107088049237	0.567206474799416	0.528478034423208	0.521653757589384	0.555113362547114	0.556277751287426	0.573656782939921	0.55521712306537	0.543884258273668	0.496761537631921	0.566745909862922	0.49362261347972	0.527995330510183	0.542270262429907	0.503064577468897	0.520572979912578	0.505911426496603	0.562894046520535	0.628404213873668	0.583175232967402	0.581450938234401	0.599572095327017	0.530078504529077	0.502130215811471	0.578447089504574	0.504724126257257	0.531119547190608	0.593758345280375
TCGA-12-3653-01	0.550126641205417	0.561903786014535	0.542653905279865	0.474859812482537	0.607228655281291	0.586013698110608	0.576578463316184	0.591935303564818	0.540931293081531	0.54758986292836	0.581525703309738	0.582120259912398	0.591314855240651	0.579167361116859	0.568695865364847	0.524922971439654	0.58578854715388	0.531374160857996	0.545909652466806	0.566898206627988	0.523950395254969	0.543561722863907	0.530380931242339	0.572711422163189	0.638084413936543	0.59308955070139	0.590752350994229	0.623318208354241	0.550260048660498	0.527518447231208	0.600791466306007	0.520493601977153	0.546333868580296	0.608648835966397
TCGA-12-5295-01	0.513422624612655	0.534817231760535	0.510507910149354	0.448450934120353	0.587515715650813	0.548598245585655	0.567978396287436	0.572388711006307	0.507548908979553	0.510567524413835	0.541716712616257	0.553164085469734	0.547393844284002	0.543624785765262	0.552158989428885	0.491058332103199	0.568339107573671	0.491585770177769	0.513690391267431	0.538091654024778	0.493893578317232	0.504180697234552	0.495645676713388	0.54310205398571	0.624023224848974	0.555405262870296	0.572363423925615	0.596497845495829	0.50911982181649	0.50067879852351	0.575409306927584	0.503751686002216	0.517888291586911	0.575851063392679
TCGA-12-5299-01	0.547355379295352	0.546563562615753	0.543083921817127	0.471713242428623	0.622031127099794	0.581815850456935	0.604362314363061	0.601007970114483	0.554832206793711	0.533052314588598	0.569898479543889	0.570728174428741	0.585494693913746	0.579622237396529	0.570050083901732	0.513987446199608	0.58825274355578	0.500880379231846	0.530837009468476	0.555501573899661	0.509603219216033	0.534381995356297	0.523008529853921	0.583887481169201	0.642125726949867	0.59543709129672	0.613389671682425	0.613485596289932	0.533570607234467	0.522188542446749	0.59117076695804	0.531019802679646	0.55687656690242	0.608241376061264
TCGA-14-0781-01	0.57469033560349	0.578736838596643	0.575689107229866	0.505700354019784	0.657255323968116	0.60611936430864	0.630169549950005	0.629888107870756	0.575916012984746	0.572677847560876	0.600984333560898	0.616647591253083	0.61140704308858	0.606810899611209	0.612605868843361	0.551051121557432	0.641661721727111	0.543397181657977	0.571543511848277	0.593169972606746	0.560113499601153	0.563036055060509	0.549226956086122	0.620221799635086	0.691154805796605	0.626931733806109	0.641149475773361	0.651806835028233	0.562839583989078	0.554602024488687	0.649636229001629	0.557748667534788	0.585046780594751	0.629929433668714
TCGA-14-0787-01	0.557675024198065	0.557833128221587	0.550313444199313	0.484957403010598	0.622092567225193	0.577882639723908	0.605218642668489	0.606156148353424	0.551689444028244	0.541925929443656	0.576579481517888	0.580106306441749	0.581504301719407	0.581056064385269	0.58360847165165	0.521545477574753	0.594642881786856	0.514140569428438	0.547938797304713	0.560269520942382	0.518488256243623	0.538063898885423	0.523905371487191	0.588509509834245	0.655212993963979	0.594980524390197	0.612507966343246	0.623559519343412	0.545660901201619	0.531462511470406	0.605354301803619	0.534523648796826	0.555809920269744	0.605788032577935
TCGA-14-0789-01	0.585091671911959	0.57660780832977	0.57515996187351	0.501276330792206	0.654418543745174	0.619048525248879	0.623093496611959	0.622414613029369	0.577279504920864	0.565008945905661	0.600789750582361	0.613117127710408	0.607713038754733	0.598638548840434	0.594827802669377	0.548895885178359	0.631477043546903	0.528053051857782	0.567133874129297	0.587569321939416	0.552834332018939	0.565274493331786	0.551828732323874	0.621125299643187	0.687674213567201	0.622678811794113	0.64943317060239	0.642130891342634	0.571235622797346	0.559734040183645	0.635625859309043	0.565291663480395	0.588969701198987	0.631284202930611
TCGA-14-0790-01	0.534402325101848	0.560445062935525	0.523198831554509	0.470582014310906	0.607261576593026	0.563220568862693	0.582737540731448	0.590343768647395	0.516502924234137	0.531813563644601	0.557738928108182	0.584554634580124	0.570084159004513	0.560541418073385	0.569412195151705	0.512274326893574	0.590916084044423	0.493051577972502	0.520695164934241	0.542500031948727	0.504709830221277	0.522037727030028	0.503960057476744	0.558731299079989	0.648761549872985	0.56717743103229	0.593359507256857	0.619326141853805	0.525889118226327	0.511418194312141	0.598786956085371	0.510493863091203	0.537647413235171	0.58293059653404
TCGA-14-0817-01	0.516521831722991	0.533251526880944	0.514082204248795	0.44768738310816	0.585226144540728	0.552360321479358	0.575001076820551	0.564456382101308	0.514838945580631	0.504614528489233	0.53888454803134	0.550518256853789	0.558210980464591	0.530927171486695	0.545660994797761	0.491579836515752	0.552863185488612	0.485706483242879	0.516654694368358	0.534057598813679	0.489953653355852	0.504538832805104	0.498433898949515	0.550163458883267	0.617103047970613	0.563499655290738	0.574869711518517	0.582255095646428	0.50552671071724	0.488269662053214	0.568475351952675	0.495586049101581	0.529567522947644	0.579577092336451
TCGA-14-0871-01	0.576490757146792	0.592707408582374	0.556972110130288	0.505794271491927	0.635293922942558	0.599793628246932	0.613969025281937	0.616718396185983	0.56786496554573	0.536689181217266	0.588146492809414	0.558509211854158	0.60643864716028	0.576173596896493	0.565228002906514	0.55097935901806	0.590446983287503	0.52465563716646	0.585070482872979	0.586856759583746	0.574496104810432	0.557807187979639	0.564913527282201	0.601593821947412	0.638338305604974	0.585751499420607	0.623982863538839	0.579095642021793	0.560433081935391	0.540328279976405	0.593215433412794	0.534760649170896	0.607878928971579	0.625748887347799
