TCGA_barcode	253J	253JBV	5637	639V	647V	BC3C	BFTC905	CAL29	HS172T	HT1197	HT1376	J82	JMSU1	KMBC2	KU1919	RT112	RT4	SCABER	SW1710	SW780	T24	TCCSUP	UBLC1	UMUC1	UMUC3	VMCUB1
TCGA-H4-A2HO-01	0.491343040530001	0.478445190472237	0.544742841856707	0.449272382539375	0.529074613145026	0.499804267723992	0.557737475035502	0.627595861797817	0.535691437009089	0.56297820388584	0.526051627569565	0.521052654433013	0.468790741598392	0.619052291079831	0.513942529849065	0.636147707356894	0.713734419226219	0.526395977188815	0.521089019858199	0.656634797503754	0.520544481720674	0.514177663851172	0.566504793437544	0.628251629373983	0.452102883492824	0.523317131066308
TCGA-H4-A2HQ-01	0.54869664156925	0.547105866679697	0.677607447182185	0.610742581352078	0.642347457962494	0.645040520542191	0.710857745947341	0.745048921211888	0.581632477097259	0.608928764136143	0.604041818350048	0.610947639044966	0.606406001788317	0.719638544729367	0.668096374186907	0.742463232559133	0.740023935734789	0.674239839933145	0.579926026276624	0.740145282299437	0.636121299976722	0.618722418790709	0.637377342711194	0.720087070987151	0.564502252146703	0.653983229533431
TCGA-HQ-A2OE-01	0.514096855303942	0.513937061275653	0.591610957346534	0.493171732235832	0.590667231900395	0.560721402541682	0.643002146120719	0.688318501398995	0.522491894418547	0.605705173275059	0.600989791840835	0.531240656772892	0.497858633760294	0.657926866842788	0.578568853467418	0.679796525839252	0.716081683125213	0.605034706993227	0.540736769061055	0.687023887655315	0.551642822873882	0.527966985117648	0.580153782194918	0.654353588692652	0.478114415546115	0.576874636670653
TCGA-HQ-A2OF-01	0.529938497004717	0.531927702870974	0.582300605214698	0.505035970057775	0.558584988449563	0.550053899799955	0.606583740134794	0.622405029569292	0.509547199038421	0.540230368911603	0.508195285603661	0.529146282350413	0.505231105075611	0.625172617750016	0.552630147567074	0.59568612095538	0.622565667010532	0.558218032213835	0.549144151667347	0.593859239827317	0.552594774810104	0.524601706104835	0.565202714206428	0.611741546562252	0.476212091549254	0.550866850844793
TCGA-HQ-A5ND-01	0.539661460280531	0.543570037821612	0.698414660103539	0.570918843563738	0.655666604123798	0.663236455134966	0.746603559194	0.762107742490639	0.561113813290964	0.607047754435856	0.629774257451477	0.61211059499763	0.583582030415027	0.729494924566553	0.643780801133118	0.739941717481449	0.72549371097591	0.733942742462322	0.576315464508726	0.716872703728177	0.641927867484543	0.598721075041809	0.641477199114988	0.725687901104111	0.537747575383018	0.702453225969728
TCGA-HQ-A5NE-01	0.514931072195673	0.514706630838387	0.682402339335326	0.518932762096545	0.654355993862951	0.62601123608462	0.733500923567209	0.775008889443417	0.554332378952007	0.645479225094002	0.669980218754468	0.589772063604651	0.528685174222959	0.76843847592874	0.604511646775442	0.769718191852152	0.766173211065279	0.701155048932693	0.559505951021368	0.745435169042789	0.611032622825961	0.598999684030155	0.652697049428764	0.740993269860271	0.509328469022746	0.66761301745973
TCGA-K4-A3WS-01	0.535723106974474	0.52938277902548	0.624598296231416	0.532545468355166	0.582325227750693	0.578049577451829	0.665346962204535	0.720266816422993	0.585144703380989	0.592261629256416	0.574627048686291	0.58165125520097	0.529739069494418	0.692114492948898	0.597301451271226	0.714004038809226	0.780513824087558	0.605467980065159	0.563789408642143	0.726567886202113	0.591136255678782	0.569444655014528	0.594100522613434	0.694804714107716	0.518659466472472	0.593335305399022
TCGA-K4-A3WU-01	0.503850745727859	0.495936140734936	0.598208064902944	0.494063357959896	0.57263993166675	0.555269776177632	0.638099357838621	0.695410651638366	0.548066778200701	0.588725816106471	0.577719446739573	0.539753228857437	0.50010793096896	0.682472039169868	0.570319521490518	0.685196339018519	0.729099314662845	0.585254877550835	0.530197202187533	0.70267072255921	0.556702661103162	0.537181745278573	0.592595388247576	0.67630138751456	0.485965250238577	0.586693499055441
TCGA-K4-A3WV-01	0.54410938407593	0.532428555915593	0.6155629695514	0.563858748235894	0.586821534113187	0.617716517994179	0.671000720744279	0.681324473159623	0.513551716749342	0.56659392933636	0.548805695947353	0.539914231757506	0.523736140805807	0.636677328422037	0.628458390411975	0.651895145705498	0.643123137141817	0.618149484270909	0.538840349187167	0.627012833384017	0.567005282901277	0.557516972083882	0.578438921320441	0.639070944537281	0.521874906741055	0.574618885527837
TCGA-K4-A4AB-01	0.514552629655075	0.50567353467371	0.641550063289035	0.506383759279004	0.589457310877385	0.605727874489236	0.681196175171162	0.734933096746223	0.555619903994047	0.586877408071417	0.590433188359827	0.564500700302786	0.51463993039304	0.722703853556832	0.58036848014255	0.719804854265675	0.738862777760006	0.650243858886563	0.538645109422579	0.708488665498152	0.591127730780141	0.578228297233499	0.612988094498702	0.722356202612753	0.506864771566407	0.645254134896995
TCGA-K4-A4AC-01	0.540270016475238	0.537522020512834	0.688508249301549	0.580727130351097	0.642113968970217	0.662689832728864	0.757160583630893	0.74804261262356	0.54956285870666	0.632859171787474	0.655668217996567	0.59688600437697	0.545027427664175	0.724212447142229	0.643570810941694	0.741128830470448	0.730338272726239	0.743647675843543	0.578488097102281	0.724190261038642	0.629896402301586	0.594525325863191	0.612822649577252	0.710477225131588	0.535722577352469	0.672667087923131
TCGA-K4-A54R-01	0.518669835908421	0.516897501062989	0.644829197773724	0.547389024348401	0.628553330304599	0.583329953354242	0.678899680451957	0.729055311025238	0.549464252764708	0.602522399774785	0.594438780621005	0.573455395912444	0.504994227564848	0.71730097010299	0.602211743624348	0.724185857307825	0.754512514638199	0.617956792081576	0.560434211748662	0.724785160828046	0.601259410386398	0.567844494783811	0.584600093289526	0.703696296830161	0.501774881207393	0.595032903351204
TCGA-K4-A5RH-01	0.599515597758088	0.597199915746804	0.681297657866477	0.659743744143891	0.645605211378141	0.645342799333866	0.657695727184323	0.686204976416701	0.649186481231898	0.570175318252725	0.525198348513501	0.680383965842773	0.616498815105766	0.652373205559895	0.648087045250806	0.664410536970506	0.698603050058328	0.628238515219957	0.642372197911881	0.660260449569547	0.671207225240262	0.661538087230144	0.615162419625717	0.664572405684467	0.598936697283637	0.577041332264572
