TCGA_barcode	22RV1	DU145	LNCAPCLONEFGC	MDAPCA2B	NCIH660	PC3	VCAP
TCGA-EJ-5495-01	0.613067102104464	0.635075521952176	0.64104807448402	0.65321980690794	0.586952737065875	0.598136585056036	0.701610960279772
TCGA-EJ-5496-01	0.629039504051655	0.634393496771599	0.664614408535444	0.68355427094947	0.590848624653691	0.597488896753177	0.726694040806568
TCGA-EJ-5497-01	0.619542494782402	0.63596438605547	0.647708701077578	0.66574216684995	0.58360284290729	0.594563727520712	0.707570484620653
TCGA-EJ-5498-01	0.608753905786748	0.634223942449336	0.626069634182806	0.652292193447355	0.582205339852757	0.60006734291918	0.695991523432917
TCGA-EJ-5499-01	0.603007333289467	0.647119329562098	0.641827910622197	0.665170338361959	0.58637478036315	0.616403103474606	0.702982822445796
TCGA-EJ-5501-01	0.625217998895224	0.654440004605157	0.673035382252748	0.687186854892	0.609983406839686	0.629982367007823	0.729263340420211
TCGA-EJ-5502-01	0.542319267410812	0.603439881657237	0.58062986706627	0.595992661694496	0.528255616705623	0.572873020346466	0.616992819968695
TCGA-EJ-5503-01	0.572761002754565	0.626265833233351	0.605118560099022	0.624418596920723	0.562339125607493	0.592614894317752	0.646752675884094
TCGA-EJ-5504-01	0.610436541418942	0.619076657358433	0.65508922760142	0.664705692535364	0.57233416598244	0.596342858703199	0.69746834677617
TCGA-EJ-5505-01	0.636147661143034	0.612708922188937	0.655605711493458	0.668696372752464	0.569172564982324	0.583280649751153	0.700953299046551
TCGA-EJ-5507-01	0.576452632743203	0.621250105806323	0.63149561160449	0.633343617662278	0.570949863452794	0.59506033340517	0.671636257896053
TCGA-EJ-5508-01	0.626713426845472	0.640081139109023	0.654902669600932	0.672129149275202	0.589349555047196	0.595216626091528	0.723882575013896
TCGA-EJ-5509-01	0.613416270776815	0.626310821061712	0.663463434967692	0.6597875834343	0.579477183120297	0.601884629393178	0.69457350222643
TCGA-EJ-5510-01	0.599856761387074	0.625734109981006	0.648057507123583	0.668249438189431	0.579333514843687	0.598770089188604	0.695027778892061
TCGA-EJ-5511-01	0.581051027260155	0.616865207675938	0.619994551149803	0.645235317244934	0.549671374028409	0.590549251433016	0.657640429346292
TCGA-EJ-5512-01	0.617204646437216	0.628402041957602	0.655597699495294	0.670514046086108	0.586440335859782	0.598088969159194	0.699946792315117
TCGA-EJ-5514-01	0.581405216298571	0.618333267630971	0.63227851340846	0.631612247867588	0.556280966596041	0.595920348188449	0.645722714360754
TCGA-EJ-5516-01	0.595963597446638	0.622520744909205	0.61808364991138	0.638537173364652	0.563111717296162	0.581169524175382	0.693089019748232
TCGA-EJ-5517-01	0.569288972857358	0.582706911225582	0.593851745896889	0.610023820733509	0.518459308379056	0.552123268256864	0.639762766620434
TCGA-EJ-5518-01	0.573891671986628	0.606279804435252	0.622693851137061	0.627073233955305	0.541632296736579	0.580991394439889	0.646337110991811
