TCGA_barcode	HEP3B217	HEPG2	HLF	HUH1	HUH6	HUH7	JHH1	JHH2	JHH4	JHH5	JHH6	JHH7	LI7	NCIH684	PLCPRF5	SKHEP1	SNU182	SNU387	SNU398	SNU423	SNU449	SNU475	SNU761	SNU878	SNU886
TCGA-BC-A3KF-01	0.595388563861792	0.605536453336336	0.37943078310764	0.57342079103371	0.515115858083914	0.605978460575693	0.431434313008752	0.428309910869253	0.425669006115736	0.595092705315636	0.438296806577823	0.571595775983907	0.506376059865609	0.50387431922382	0.485593595069143	0.401675605166529	0.365183191452655	0.45176518163963	0.352652789847091	0.402703712964166	0.457443102097419	0.416298499014621	0.559842044262161	0.528010512959413	0.499404737196482
TCGA-BC-A3KG-01	0.588137212774705	0.565193901526325	0.500338190643767	0.611728946821129	0.516515735350728	0.610135124875376	0.452226827712617	0.499223270099847	0.517336649122424	0.597701697252857	0.49589797579797	0.593096936294523	0.545830159284978	0.475980463074388	0.540023679268393	0.449266839659821	0.419330938677263	0.490530592700319	0.432618083348672	0.474290414832977	0.485096395804608	0.518581299107853	0.560166089264222	0.56765066951067	0.53941237437458
TCGA-BC-A5W4-01	0.556580348008957	0.579069725175329	0.357104878498555	0.554371358395723	0.498586770936112	0.574332627183225	0.413857839340198	0.439495368613712	0.418769512786257	0.581675350519029	0.428989752944428	0.555307178351852	0.502869374940233	0.490011336929343	0.462159923143078	0.398454835246914	0.373015791592536	0.426680881784556	0.360797200959778	0.397718584661607	0.445733975268376	0.421179946798852	0.544996707055846	0.519954030071119	0.487972795178018
TCGA-BC-A69H-01	0.646440363855288	0.664646411755873	0.415130061186808	0.650122711993115	0.565010974560827	0.654005622024304	0.465329610706725	0.485911512607292	0.474505071463179	0.697533872866585	0.478995718655069	0.657757140250096	0.582225369788979	0.557069389763943	0.56749614325799	0.437270006017291	0.41740971938827	0.464306483033297	0.41615461297394	0.441668667287885	0.475678492963015	0.487708409197495	0.564928058983184	0.572590303283915	0.524571462855181
TCGA-BC-A69I-01	0.512257229386896	0.554609577887528	0.335337421780442	0.511578127155892	0.453980317496103	0.53027773255845	0.370374469201902	0.401184907434718	0.382550603889001	0.512290733860893	0.409625825810643	0.496825527795855	0.445329489175616	0.425607664122051	0.419205634412069	0.366081753556292	0.351730874763497	0.421067599588201	0.316105781710623	0.385407463501816	0.41191767216314	0.398411741909045	0.494897865108783	0.483690088221165	0.457802451488924
TCGA-BC-A8YO-01	0.605460125772852	0.594030484124247	0.459416720902837	0.638110133978544	0.519939398977776	0.627983807316445	0.454895589797665	0.504723670341355	0.512331149570612	0.634830145802722	0.507983534616023	0.602295840912168	0.567151159349937	0.516407548607319	0.516491133154845	0.445325436151434	0.406822660993793	0.517329180690778	0.404406865134911	0.459896414692306	0.490294932472913	0.504618014364763	0.593657880745789	0.612347832480804	0.563836457918952
TCGA-BD-A2L6-01	0.532378793077781	0.546445237609921	0.367618012099629	0.536578916337202	0.45757551073027	0.542260060681487	0.376878810254053	0.415090117767368	0.401648762632764	0.53308630330172	0.398568357542962	0.520078319159787	0.452800350148329	0.447921556183686	0.450581841683056	0.35454952967619	0.327674350121507	0.413562156543374	0.32196075303178	0.375328387339387	0.402194282173102	0.400587661649548	0.490899460811687	0.474490298239057	0.443704107681369
TCGA-BD-A3EP-01	0.566947362749934	0.586144772631553	0.424731381745165	0.625863291853437	0.493648745816248	0.590047431483583	0.401053368253393	0.485710489912107	0.472635939101488	0.596571291543507	0.467571564451196	0.581976825618352	0.509162559650829	0.476363801877598	0.513981325632263	0.402475433302686	0.369342394545778	0.45669779165874	0.372385898864403	0.420067600825009	0.438757666723625	0.474253223781643	0.541628458847958	0.56032638357038	0.493516018296025
TCGA-BD-A3ER-01	0.585732176971466	0.610842644375879	0.385452510712776	0.601738785767469	0.508225540051456	0.598693517889424	0.425145024987601	0.465894185300373	0.44937510438306	0.605493363005845	0.473155125425844	0.57087600436783	0.520121652994452	0.500558423706505	0.484208757135013	0.414384250297053	0.387803954323965	0.477181920382886	0.356310749981638	0.431319762860003	0.464914323426079	0.453556832782017	0.575950294944408	0.570637280516447	0.525655090923992
TCGA-BW-A5NO-01	0.525640291685481	0.552323454409	0.393291518244581	0.584390501632185	0.471076228121599	0.546735452135778	0.374759103307605	0.453295142238244	0.42721403730694	0.547828619575748	0.410733105217125	0.52415648560916	0.448112813096816	0.449253402547189	0.486805336406516	0.377130656357289	0.323337372802459	0.418687779922352	0.327665171939568	0.389588533180415	0.40037100519528	0.417364345294993	0.507855383262872	0.506668363505315	0.45458766319794
TCGA-BW-A5NQ-01	0.554934624316671	0.610255358325112	0.447406738126321	0.594508144394573	0.521792087460755	0.585947587732715	0.391680102556972	0.446339472069491	0.471165449343409	0.580011296374074	0.431267559713644	0.560528472183232	0.473768347933664	0.466734615820174	0.51308498870723	0.388586400189954	0.34080785097819	0.436861780802554	0.377483757663805	0.413642000109153	0.431491684741767	0.451009544274815	0.495235285537301	0.519419455673734	0.47434073576523
TCGA-CC-5258-01	0.672440382973252	0.673252756936813	0.415090660055411	0.628170456924345	0.562015498327673	0.698870434294942	0.462527591927139	0.450277214701954	0.466212048772913	0.662099901066193	0.457868774533023	0.646077617357151	0.5541964618605	0.499375846144783	0.547159127392542	0.441797583097301	0.428869143307488	0.473596086749495	0.423985440649504	0.447101896094091	0.502053524184049	0.479523307888324	0.572615011501418	0.559868955708661	0.530769357694698
TCGA-CC-5260-01	0.663349077997114	0.612247933439051	0.538978938251575	0.632273488459113	0.598024039807397	0.622251791031154	0.605853077975463	0.617902360929755	0.600015185782878	0.642967678683426	0.594136482230031	0.613862649800526	0.668271006442974	0.638772176010599	0.633494691780754	0.593016982436523	0.561261500907838	0.586906942631113	0.531664351062822	0.576649711017813	0.621891351710227	0.59205314966126	0.696469320037999	0.674156143916121	0.6365305804622
TCGA-CC-5261-01	0.676306575516557	0.669356210318509	0.432867086303632	0.624054577401516	0.596482688860397	0.651417353342264	0.535135878371519	0.510083130487529	0.481595016847505	0.672051358619655	0.520166954749417	0.628735797193605	0.604029432813723	0.588873945538069	0.56596801444114	0.495951553795806	0.483980756938143	0.522262192147123	0.445440928940948	0.499972304604225	0.542470608142644	0.50695559812264	0.633743026987313	0.608666573475887	0.57358573711335
TCGA-CC-5262-01	0.572341320972735	0.596035909212707	0.427898442037066	0.615477646492088	0.504318525073605	0.591233477626459	0.41812511865304	0.49909861198159	0.482929442129716	0.587721765726639	0.474476955234714	0.565981400286622	0.525692350955844	0.48476361497316	0.510483295258584	0.422152073278167	0.397831429251291	0.478992596733827	0.367093124979546	0.444454407579993	0.466079997902068	0.475804381418647	0.56308205298694	0.576360434257186	0.523441336548836
TCGA-CC-5263-01	0.670225808825367	0.614487730001575	0.50889954513892	0.687525697286234	0.56428234586472	0.672938277563099	0.505777759847076	0.597987688201933	0.576762442917643	0.690243033191386	0.567995553029998	0.674111804596005	0.665187958391273	0.593134471296928	0.612749246404099	0.510253250457446	0.489239987882909	0.561510240308895	0.479054743443837	0.531740134373474	0.549030256841033	0.56825342022074	0.654670098688629	0.666766376192851	0.617976480658285
TCGA-CC-5264-01	0.61229490166283	0.610009873173764	0.469903642251089	0.651815334286196	0.550536928432345	0.636105829987347	0.45597469008383	0.531947893178774	0.510444718011194	0.655227127225207	0.482579027060628	0.626890949883866	0.581226227989267	0.561728522768991	0.574768510407137	0.443908784109066	0.416889078205469	0.483061395908204	0.425002302934579	0.471771479530933	0.492601187361788	0.492840833927631	0.595310755405712	0.58238978362853	0.541441787880557
TCGA-CC-A1HT-01	0.599242052190027	0.578113013186104	0.55525875247995	0.685900487870744	0.546269419498028	0.636763531221072	0.488012389452248	0.580312112884936	0.599908163725233	0.631020020830187	0.563132315902832	0.590842099523558	0.594218600448934	0.533976158745982	0.595274311884894	0.492484257720801	0.450994392240974	0.564457261070139	0.430232371024237	0.524225479694193	0.533210148616957	0.57429330726345	0.62486037163004	0.644514695166477	0.602198468714591
TCGA-CC-A3M9-01	0.569983577133079	0.576943150278822	0.616233789576772	0.614850196236326	0.540943731688232	0.588629994524116	0.534639960611061	0.628453668963227	0.596747688246379	0.571646948212685	0.620451758857074	0.578152297590388	0.589468600718924	0.507994192119367	0.589108863160217	0.626912241645418	0.576636841031204	0.646508615532144	0.561997828384847	0.644862428999753	0.595135297420343	0.659352974498363	0.599300210486489	0.609044896484033	0.652922778225301
TCGA-CC-A3MA-01	0.647276794588592	0.622026550161338	0.486896553653787	0.605978822912334	0.576359478488633	0.624664394305978	0.569767854890485	0.550871102760176	0.528493025932648	0.61524938896606	0.54864015804519	0.583613238426867	0.601927778484404	0.567208298430587	0.571584529385247	0.554425712691053	0.532470444870354	0.573080260175864	0.487574029384327	0.547663617000646	0.585764255762833	0.551441424521498	0.659464046054551	0.620246464576678	0.60713762494299
TCGA-CC-A3MB-01	0.628867048228772	0.632106358157893	0.411705280378196	0.642417429202492	0.524654111297252	0.639688265387939	0.442589141923306	0.479850013180582	0.468235054693553	0.648270981014064	0.493222524619271	0.618707756635305	0.560934347090123	0.522345673797058	0.524908315815399	0.4329218016949	0.395402213976467	0.506814144755102	0.383062177002706	0.451093376122159	0.491812060209198	0.456315887257192	0.606396477420931	0.576288754811013	0.548313714169358
TCGA-CC-A3MC-01	0.621105399974867	0.640779702316681	0.401811483922481	0.65214995214711	0.557936918597434	0.619563464389338	0.49605127819011	0.496500046925217	0.455775385832807	0.641956851305684	0.508483724015716	0.602329693800638	0.578694580109984	0.564492694015319	0.547090208974526	0.478463340157115	0.446622021583651	0.507369859061581	0.413549959657409	0.468799474451187	0.511612693711158	0.500875352958532	0.610488561126125	0.616313209926461	0.570145361743209
TCGA-CC-A5UC-01	0.659777048086206	0.683964156803233	0.415314984931605	0.616673113115238	0.573217049946362	0.682408094919181	0.47435908330238	0.460660932962283	0.45958764918798	0.641622427592324	0.462286465838345	0.624860486207221	0.552058213345328	0.52711765249713	0.537802526677066	0.444374000263438	0.425698053542775	0.485361252479404	0.409210810233865	0.452705217946941	0.504572487058446	0.472257241495493	0.582075570611974	0.566751702727272	0.535016792022659
