TCGA_barcode	AN3CA	COLO684	EFE184	EN	ESS1	HEC108	HEC151	HEC1A	HEC1B	HEC251	HEC265	HEC50B	HEC59	HEC6	JHUEM1	JHUEM2	JHUEM3	JHUEM7	KLE	MFE280	MFE296	MFE319	RL952	SNGM	SNU1077	SNU685	TEN
TCGA-AJ-A23N-01	0.531604387309337	0.497267047530013	0.628277261185969	0.569694069189327	0.621722947205473	0.469589470237313	0.52391416022764	0.567243673744967	0.566863208355719	0.633952893920288	0.516663156070221	0.545526791265897	0.598723591528279	0.515286149175358	0.61426292385525	0.560801365912547	0.693487162983771	0.611563049559576	0.650086287639885	0.665259897902907	0.591236808041821	0.618488934659416	0.557606726317107	0.542171971376478	0.64830514833384	0.612264674943358	0.555384069046357
TCGA-AJ-A23O-01	0.522309450543665	0.471772667523123	0.593936444503544	0.536191630163696	0.589971722922389	0.496345540254735	0.534531810548772	0.566243490511828	0.571109962077158	0.594287111359626	0.534890233388448	0.533256606192432	0.573466493125881	0.506652874935762	0.612357709063534	0.549427421388519	0.650360927647828	0.608025710772049	0.573870025765195	0.611764131535747	0.557112398848436	0.595365042602478	0.568700758264035	0.562091351738614	0.577198304712881	0.552356601216011	0.541895503746187
TCGA-AJ-A2QK-01	0.525961161958014	0.482280892473457	0.561422230147974	0.55624565064735	0.572799161567583	0.452772866864182	0.505009373162242	0.516042835466664	0.535285498224597	0.599279846891954	0.4848953199847	0.513574320551821	0.567427823196626	0.479593175683862	0.619419471189855	0.552879755242118	0.607735577555329	0.57424210151251	0.578311399182621	0.618708611898287	0.591957879151004	0.581227552309638	0.54019588055696	0.515400933851355	0.570690183390839	0.55355063196873	0.525403414248348
TCGA-AJ-A2QL-01	0.458670803133653	0.413759984153934	0.5179979117298	0.463909433688945	0.513531690358574	0.421520312845859	0.465193785221709	0.488530957256721	0.493286721855481	0.55278821145591	0.466149267386113	0.473434158095915	0.51800948302289	0.427801012750217	0.573664432318246	0.470118929156501	0.559837071199909	0.533958752238393	0.520532736564925	0.542463722398496	0.498318396041763	0.536013323904799	0.502855628251936	0.486566885370942	0.509238038895118	0.495202439966419	0.480239470233251
TCGA-AJ-A2QM-01	0.510219068340501	0.503159084261632	0.603601839533166	0.5695172308884	0.602675716910915	0.47065766536272	0.515852424508842	0.545056292220876	0.552579185577539	0.616780375986084	0.512389968000952	0.520691838142404	0.594629248796875	0.51160075550477	0.629853429459431	0.548863898419903	0.656225054320851	0.598612340422062	0.606478513595848	0.648565863587588	0.590035841042527	0.607180117395373	0.573315341121625	0.54790792700886	0.604001229024799	0.557718016719582	0.536184940219625
TCGA-AJ-A2QN-01	0.499008546597138	0.486960613717963	0.554599260765549	0.537838028617221	0.550364496913188	0.444524697425121	0.505376355088166	0.522829888783182	0.536745913800382	0.58314726584075	0.494232658842078	0.519981955815295	0.570516912334391	0.48566274350186	0.590371429018846	0.519579168143816	0.606605748026809	0.558165123755213	0.557598387219479	0.600896288394417	0.562209463600826	0.567858447354649	0.519570202562523	0.513287745347058	0.559803656252884	0.529704037041447	0.530462386509959
TCGA-AJ-A2QO-01	0.462902678531301	0.392321208177196	0.525355030439226	0.460429540362407	0.502673780841726	0.470036377837811	0.537399814055238	0.51581202078831	0.516847704027112	0.577665141449811	0.525833423366369	0.490916696724259	0.553591641401996	0.453345483475703	0.614944497726202	0.471559929820696	0.551590206466841	0.549417413283749	0.502242851554675	0.503459316551733	0.479036557473511	0.539975287688679	0.538628806208009	0.532681246372213	0.504958987431321	0.440364881271864	0.5143316988185
TCGA-AJ-A3BD-01	0.510343475299526	0.451968690551491	0.597319927806623	0.548174757431823	0.556314042261741	0.477569178245679	0.529039633921574	0.554380950547129	0.579670331920934	0.639963544631863	0.499186629896847	0.525662168161438	0.614475783313688	0.491682938426625	0.619447502676673	0.531117236858127	0.634457441956004	0.598562754519519	0.569203761956339	0.595754910385075	0.560803468511464	0.575956374190142	0.532310747675806	0.550295165636566	0.601851775756808	0.502194545214971	0.586263153323877
TCGA-AJ-A3BF-01	0.519812714518898	0.478340358130941	0.596674089104347	0.550192593227499	0.589340796862306	0.447974332045555	0.520179381479204	0.532449470587919	0.547433072201016	0.611413744576853	0.49734958755546	0.529277779733374	0.568378822666018	0.487172825157832	0.602435141501035	0.534687410536571	0.663490345891889	0.57107559557388	0.61789852677369	0.638255869721905	0.56835430233888	0.581956194467633	0.555350250318297	0.519388071441848	0.613221590883001	0.578122257128261	0.543904890842756
TCGA-AJ-A3BG-01	0.47627163808595	0.390803712528005	0.532681021017329	0.472708425938029	0.494217954860258	0.486312850124538	0.527870780039799	0.56756344879282	0.556108778918615	0.558446965791353	0.525590260277043	0.501321625569777	0.534428963331446	0.471537034078542	0.576895919149354	0.468924196763671	0.577130459511241	0.567250974804515	0.499047977806628	0.524360892686039	0.492040746080538	0.551492553278592	0.551422658306689	0.54897162330366	0.503571219522516	0.441762241392025	0.532322121586796
