TCGA_barcode	CALU1	EBC1	EPLC272H	HARA	HCC15	HCC1588	HCC95	HLFA	KNS62	LC1F	LK2	LOUNH91	LUDLU1	NCIH1385	NCIH1869	NCIH2170	NCIH226	NCIH520	RERFLCAI	RERFLCSQ1	SKMES1	SQ1	SW1573	SW900
TCGA-63-A5MY-01	0.53146676812778	0.570229977420521	0.588492513373235	0.651708976378857	0.57835155843481	0.523418759587614	0.657906986808024	0.52415222979981	0.650211706251659	0.629994729883655	0.560822049800021	0.532076782407437	0.681870393838461	0.459099833014068	0.609613512182121	0.620357758032779	0.530142427535108	0.538853099050592	0.533845405094085	0.56305176538627	0.581109281325231	0.571295595605196	0.54159946810096	0.595476872658477
TCGA-66-2727-01	0.594565138066462	0.611866232724618	0.640007593102417	0.710370614350683	0.619277293131057	0.536143309741788	0.754506917849341	0.566027483823022	0.74464718665226	0.713717077462184	0.678965284470407	0.552005395146126	0.728318432120084	0.503756073972266	0.645295728446943	0.673153839677785	0.579780428290789	0.635139377151165	0.606321503025265	0.636537115260615	0.637242830606849	0.571282671515612	0.573925961342291	0.691509965735775
TCGA-66-2734-01	0.617006426472199	0.64933242966038	0.697672411013462	0.698409746980167	0.63640590658391	0.593403998869959	0.729654814032952	0.594572335487298	0.76284514459004	0.671135755382732	0.616141187879788	0.565320202270575	0.75001193172054	0.449802640316941	0.670340832365353	0.659851113767221	0.605368605008547	0.578364814591452	0.596281428026979	0.636434456135849	0.637732953603485	0.609481258507507	0.581842648965621	0.689200454960506
TCGA-66-2737-01	0.577695363090914	0.598720986476476	0.649214126719268	0.719392370008991	0.614278641243371	0.540590233602246	0.746376405974473	0.580040869620649	0.739374667896072	0.704755661594893	0.649466093831618	0.548465047206307	0.74599458362136	0.47205235800588	0.604697813774342	0.64706570360406	0.578489775524033	0.613982152452759	0.594724665019523	0.656661876679097	0.624171825342924	0.556303582607564	0.577918449109666	0.665852431703211
TCGA-66-2742-01	0.586251878301712	0.601226710011964	0.634307297499943	0.690107331258023	0.594822144206011	0.550643889720449	0.709148213631496	0.557565564360991	0.726141425919133	0.652033019945351	0.626668805231354	0.533165497948378	0.721837253298103	0.462810123531091	0.641174391210683	0.654143205573137	0.564405519488695	0.586862017613081	0.571164143997427	0.606118522730932	0.620538125183127	0.585672998038152	0.557289240804339	0.657918097616526
TCGA-66-2744-01	0.611350791605092	0.627771697509339	0.692528523567086	0.725382645915836	0.646703232220605	0.544092141271916	0.745412164850664	0.594357514156223	0.767791213589365	0.683843472890173	0.669197952534954	0.582114199081178	0.715303645729706	0.484498461966067	0.644194044664555	0.664459847857062	0.618018511338579	0.633399177620955	0.636438838312988	0.672365386563937	0.651523095412506	0.587107789907621	0.612703561999434	0.718544315445923
TCGA-66-2753-01	0.61577902219455	0.64791771483088	0.676112401322012	0.709054742945135	0.640870436231356	0.575709263058346	0.747073694709837	0.593058361049626	0.772705777772778	0.679300409259479	0.659438639811178	0.579106906237899	0.730017618779415	0.488574743856243	0.672568781422761	0.67339211492817	0.61174611511931	0.606133523676557	0.626899165346242	0.637201535589831	0.64003979159291	0.615942449842143	0.605084775064399	0.706951483385129
TCGA-66-2754-01	0.535180472925727	0.564046840608894	0.519888715368927	0.59397994264755	0.592959417113464	0.551469940643557	0.579570142622832	0.515553605170374	0.612177035055266	0.571626739467524	0.606497016180333	0.504153924970225	0.577275689397003	0.618245575994323	0.579877235767231	0.657245042064075	0.504393765036022	0.591765733297476	0.537768201892803	0.535916150726791	0.555922849624773	0.540820383826393	0.53437961153424	0.61052796308444
TCGA-66-2755-01	0.545644868265567	0.577180548583022	0.634316370403723	0.679207294283431	0.577351766967939	0.499273411843864	0.704227941684478	0.545916070499373	0.679584293270988	0.664322383617996	0.630240870292156	0.533936003685271	0.669225669451538	0.474234180287931	0.561384033329363	0.594402825761733	0.570852812498878	0.601013479344943	0.570603612239476	0.609886296282437	0.584367612177449	0.531513320760608	0.556593712885327	0.625650669066346
TCGA-66-2756-01	0.534853129292588	0.563907839189266	0.512146183010805	0.584960797300871	0.582620792181087	0.504893967179411	0.570894691518505	0.519547404823071	0.608436875108315	0.56300258324428	0.581538213941733	0.519033886444729	0.588758147784259	0.571143539677644	0.597203735034531	0.639504590430031	0.500311873906926	0.568036499742837	0.535180533070307	0.536956498059695	0.581864913015634	0.569224468296072	0.516763514714493	0.616448437897609
TCGA-66-2757-01	0.58293282392937	0.623561847201636	0.617735397296396	0.634771232077549	0.618502035951975	0.573975625039102	0.651450655083474	0.551174980601013	0.671816272838219	0.621596830330737	0.631998847313921	0.5413433130759	0.658465758875461	0.497478570005951	0.633815251205991	0.653249081918456	0.566826929630678	0.608804020530108	0.588190534146056	0.598763392789509	0.595280361913759	0.579393645169292	0.582324929415217	0.669031913576243
TCGA-66-2758-01	0.56544293400121	0.609089688328905	0.627615375907318	0.681388518382889	0.609192116420208	0.539265475897429	0.730118242206166	0.543413767006748	0.716283709144622	0.710313852479901	0.658128135494844	0.547144983208295	0.722328914048867	0.514426260235124	0.623670964188862	0.650095699266954	0.570647212260659	0.617999967103756	0.588009734270416	0.616192667553657	0.610851256469933	0.572902253594419	0.572249530978811	0.668025641434837
TCGA-66-2759-01	0.553525370127088	0.586444734434364	0.659299387461575	0.70225270205176	0.592650232188941	0.531029018036151	0.742990582434831	0.539611099247385	0.726287576194144	0.657054875728554	0.600479662703287	0.533747637186946	0.728469358227001	0.436564752091741	0.598769282605254	0.601508715681889	0.570934402760944	0.562805343919894	0.562599180175788	0.615036480314479	0.597500402950586	0.560426646150961	0.549269646239917	0.63210569989526
TCGA-66-2763-01	0.555895257132407	0.585852768058419	0.602130209813914	0.646267132237944	0.570754744812566	0.547957267100639	0.65289656048578	0.534087059380483	0.696701093272213	0.612879474632729	0.57435583263767	0.501354718903537	0.67698453125499	0.416420926982999	0.625697164721059	0.615989146073561	0.533939651789015	0.538654972544613	0.541069503142091	0.555865201839537	0.576340577965512	0.572875974281709	0.527695625496005	0.629278395537596
TCGA-66-2765-01	0.615836189618262	0.647285563327135	0.701610031997442	0.688377170045348	0.635106887763492	0.58858486040317	0.712046558804668	0.590754189408062	0.7579178396394	0.643748689143339	0.587903650890523	0.562127728875889	0.727667916684084	0.431953376993768	0.654177094095303	0.621907325898856	0.618316186626287	0.546226957638809	0.591581661073413	0.631858293325199	0.634099454752796	0.612527255727486	0.58306973486759	0.684968776552714
