TCGA_barcode	ASPC1	BXPC3	CAPAN1	CAPAN2	CFPAC1	DANG	HPAC	HPAFII	HS766T	HUPT3	HUPT4	KP2	KP3	KP4	L33	MIAPACA2	PANC0203	PANC0213	PANC0327	PANC0403	PANC0504	PANC0813	PANC1	PANC1005	PATU8902	PATU8988S	PATU8988T	PK1	PK45H	PK59	PSN1	QGP1	SNU213	SNU324	SNU410	SU8686	SUIT2	SW1990	T3M4	TCCPAN2	YAPC
TCGA-2L-AAQM-01	0.405032125307963	0.35439488422136	0.420674777321228	0.41461728607763	0.435937978024038	0.41617280122832	0.398238649035255	0.378323320081961	0.400074755909195	0.410825084247101	0.386813146284466	0.419543900134436	0.440586170966208	0.454894512448491	0.408461111736208	0.423896423028579	0.426339036782432	0.414572233664973	0.401969492562412	0.398428976066163	0.397421315128426	0.367394383248576	0.433603202321741	0.402313903799556	0.392340298610739	0.457809628195399	0.446831036549364	0.388925831987444	0.438626300148539	0.362403615701132	0.439578143650474	0.54078153456599	0.413152780511037	0.436343370073539	0.463653706141164	0.458083638604918	0.437868247555623	0.415711731385992	0.375619975378623	0.423892612917122	0.428721524225414
TCGA-3A-A9I5-01	0.551693985030912	0.513233838479474	0.608116260903685	0.564570016268068	0.594411455860367	0.527488920451352	0.524709069909765	0.553944161252975	0.501387455456871	0.55556502732559	0.525880195353586	0.524055985793551	0.551908402867308	0.545571766756727	0.535301386344628	0.523927129136126	0.570808305842599	0.571057952399105	0.568094262768353	0.553895627747281	0.568266381819088	0.537819759248542	0.534706506955244	0.554283613138937	0.496874714066955	0.619051445519587	0.526817899745061	0.512742987686845	0.557438929818113	0.517155465679331	0.559709286511682	0.570356496414124	0.56063239470356	0.554113754891204	0.576933059133497	0.588483800335727	0.566865586634346	0.541111537762296	0.501394295794108	0.584291615442034	0.563974438589796
TCGA-3A-A9I7-01	0.629525767172762	0.56726680005033	0.642320201522969	0.622051487301848	0.634141263949014	0.553872027843512	0.574456600891906	0.627857047785707	0.567177998499761	0.592672154527189	0.578489738480797	0.571461173461881	0.572231212008398	0.535894593110828	0.547427887926011	0.517880899833543	0.599773112310646	0.584289422517426	0.598485577341034	0.601773193754407	0.623286839513521	0.573449315149673	0.537314588851179	0.580715777038994	0.543656205106289	0.679853202852677	0.528940148496151	0.553987962241425	0.586731498322948	0.567264438941143	0.576229879841779	0.530353304695213	0.602428442439863	0.559565794718191	0.597608680524152	0.601853261824627	0.599554567911763	0.578242958816946	0.541672423409523	0.637726505677623	0.615316769075644
TCGA-3A-A9I9-01	0.615413699841134	0.568521347816581	0.654813205110842	0.617723692338315	0.639136431843292	0.551724095596369	0.575326607882043	0.617367916376646	0.547419523708602	0.602216938617071	0.586373590990524	0.567279712763663	0.586713289573417	0.538108824952259	0.549636885233739	0.528515873599094	0.613657389366336	0.599707920442841	0.607828773512175	0.606001099972093	0.623451877762615	0.583693346156246	0.544243249430639	0.589954293929793	0.538949999383126	0.675937024155077	0.537222174467814	0.554956893128957	0.588660377412758	0.568565790380295	0.587501878444216	0.54696768149186	0.606468257800096	0.570945202698365	0.599246654507846	0.615119496137684	0.59070930365555	0.57707114342635	0.536966691551723	0.620135435082065	0.6011264878489
TCGA-3A-A9IB-01	0.633403212271467	0.629458243932634	0.672913710090556	0.657551972266536	0.712297107365604	0.602455367875091	0.614292243232991	0.660877226396329	0.617306244393852	0.656903796069916	0.63048579224985	0.604671345712004	0.617166621569452	0.583694848998393	0.610942981660421	0.557749329465027	0.652239778584232	0.649311178717213	0.663363524762756	0.653455052525659	0.673693403391216	0.623290494049506	0.585433478897097	0.635888978121657	0.57730290867177	0.658614143749148	0.563139925538989	0.601270741448295	0.638067283478228	0.606652299669508	0.639701858258456	0.533907750734252	0.663886475614978	0.619696197549046	0.655728050962028	0.661748129153604	0.631138881632024	0.628893596885201	0.594626957859501	0.664702793961671	0.644379495795674
TCGA-3A-A9IC-01	0.649440675472491	0.640089799567252	0.704342520516108	0.67604082400146	0.707046762728906	0.613301460511029	0.62493038547613	0.660489174945752	0.621091322233741	0.655927413388431	0.645740297725282	0.613961629648107	0.617388082174737	0.594338533103178	0.618339503125158	0.569327709227916	0.660647023532902	0.662197637044745	0.680985245564622	0.667090238225634	0.684180787353909	0.646361037354782	0.596600245669007	0.644837326507418	0.581094205156201	0.687906810223248	0.573867206652915	0.602872911142715	0.642473041004129	0.634164353926433	0.643328441585977	0.539976595174939	0.668733539650963	0.627290964688259	0.662248354447159	0.677095408060971	0.638065253557908	0.638719456528351	0.61313873062129	0.665270599356391	0.664173982290326
TCGA-3A-A9IH-01	0.613052504264803	0.639201403496864	0.678985395978445	0.664743662725916	0.68976677963066	0.587957008373024	0.61174163528062	0.645982136407546	0.599653045957973	0.628157651672211	0.619345836520333	0.601596878883457	0.58519919523817	0.546104467243155	0.596837610076028	0.51902363194863	0.63871642599559	0.64545483519189	0.656316784238118	0.653687838618593	0.684856899917921	0.628002789647875	0.554432113688496	0.615753609518795	0.554655485687684	0.651039291923456	0.532477901464867	0.594787856819803	0.609575243740722	0.599461745407314	0.607585985614955	0.528758440777755	0.653167794128987	0.590932139493849	0.622002473358743	0.654240017027081	0.607434168507475	0.621246748603348	0.594646822719431	0.638060913428172	0.64205925720354
TCGA-3A-A9IJ-01	0.333869896946199	0.286899888563761	0.350936333779663	0.359411765059864	0.360963416238327	0.357697178869383	0.32430611618353	0.307396749567745	0.355478768622606	0.354626305125892	0.327691889000989	0.36168992171269	0.397676220640556	0.458774739628725	0.352095664497593	0.417807305148627	0.369953419051412	0.353407264235351	0.347298984518091	0.323822836289688	0.325025323964348	0.306662589096022	0.429743926211857	0.353119393063437	0.340868061098629	0.402718832762092	0.416027497317171	0.325712407156437	0.400932355707164	0.318827712084024	0.388363140096687	0.516270970430857	0.349919569955643	0.38095874686989	0.436753923412878	0.406254350133917	0.382410779863204	0.377293986958308	0.310129059728581	0.377402987753206	0.382240620010082
TCGA-3A-A9IL-01	0.417074558543644	0.391404339432851	0.464397245127641	0.446755991689883	0.475648022537752	0.434685275887951	0.415516299484993	0.403907331105569	0.430015959448595	0.439966607144756	0.41464630419604	0.438139649122033	0.465792107189681	0.479633382034015	0.428715763720242	0.439041542375007	0.450593686449547	0.459656881522527	0.453696488881978	0.418640345988721	0.434154100650869	0.405956204288154	0.462493039034518	0.439789801450346	0.40354042506684	0.482148002630078	0.454105544210729	0.412087419024696	0.472223572177182	0.400246669300226	0.456310815401379	0.523402481706237	0.443145420359319	0.458281862115753	0.490769706175183	0.486711231424822	0.460073872074916	0.447673878894553	0.400231435376519	0.451940394597868	0.448785816148633
TCGA-3A-A9IN-01	0.372593441128758	0.32500940954688	0.393507052301835	0.391197637895102	0.396305330515916	0.39650423715155	0.36688068758184	0.34206132026304	0.391890966629661	0.384424962403772	0.35036659036419	0.401466475285092	0.42598437918487	0.482191663842555	0.389665127702856	0.441527540696268	0.404206951986859	0.40149333578581	0.382744049435619	0.361449826819981	0.359502399790199	0.339559176433779	0.457763141313543	0.388092134288868	0.369185933024003	0.427265741234387	0.451167602321675	0.359262732584587	0.440213460311959	0.352971824885435	0.422482194765855	0.524009257817124	0.384498542751644	0.417814185496631	0.476589320447994	0.438225226354147	0.421632885169607	0.415218966558333	0.348651731096257	0.407231199072728	0.412794065751617
TCGA-3A-A9IO-01	0.401594556621331	0.361124735703986	0.43997278914237	0.418773625412225	0.431585852891669	0.415750684167688	0.388932487091515	0.378560042935015	0.397205331260628	0.410837427608483	0.390323485313375	0.413593074052288	0.445141623372361	0.461556625877275	0.399103374562031	0.415799785456983	0.42113564331433	0.417295045689646	0.417575290369292	0.38685485014436	0.394901520500549	0.372208384545522	0.440312677654946	0.405206956501094	0.373400963113207	0.473602771123459	0.441377642450409	0.387346927591414	0.442359721533405	0.361329845403765	0.427651471822533	0.524827555367929	0.415405356334503	0.425389795881518	0.460685615853083	0.454562831460482	0.442964657300718	0.412147040038386	0.371332054587611	0.426564883132807	0.42803816454153
TCGA-3A-A9IR-01	0.424636187093342	0.349161274754545	0.432183347839725	0.422027196626116	0.409978863369178	0.418231016572469	0.402557148994954	0.383939077523326	0.393159337998623	0.395372284230736	0.38471482759763	0.41592340071858	0.453087312134013	0.488469295347643	0.394693322680614	0.457017985361952	0.426940860004428	0.422001103164788	0.407830528755401	0.381510880417324	0.381564148045774	0.364167029856319	0.467933844122111	0.414924883063598	0.395079881043379	0.477412418090508	0.462318043770945	0.377591173301267	0.455374462230557	0.382755098141384	0.433315907095188	0.530412374332834	0.409868164891959	0.419161418378505	0.48890240678266	0.446880293178548	0.421273843406588	0.425649568214069	0.36616770733996	0.424443359334245	0.430340559001673
TCGA-3A-A9IS-01	0.375624913228284	0.322689358186959	0.399699773005301	0.402976116656841	0.397288068994569	0.406033666100357	0.373602883225967	0.352650553567771	0.385502596398343	0.3947731081522	0.364506981837067	0.409205270649783	0.43954936126559	0.482071516348921	0.385599039005242	0.432196019707748	0.403300651812053	0.390294041162447	0.388423988175934	0.36348925938956	0.358932267298689	0.348464098444937	0.450867721708132	0.387737779163761	0.372483852226722	0.441741805395237	0.469200370302318	0.381065441931718	0.437649645121855	0.343721296406163	0.417815392170541	0.537328004254109	0.396571556534978	0.422768172954725	0.460838528113294	0.41739819891854	0.431181337895391	0.404804825510839	0.360605565533669	0.401673101443997	0.41483185621227
TCGA-3A-A9IU-01	0.640711797133996	0.666369066261393	0.716437207263075	0.705587720182097	0.732441263286447	0.627691191629132	0.656057044622755	0.675057167256408	0.616449811090714	0.676977489690513	0.678468837843666	0.649929910354937	0.62992953516686	0.587051836884291	0.629984606764867	0.557551948242725	0.695263336242888	0.688252644021546	0.704007014646711	0.692672096495005	0.712525116017596	0.668828959854011	0.592464518632677	0.668243193932058	0.59723406103173	0.684690653740112	0.580580396730362	0.638326312585739	0.637918626380034	0.645224356470057	0.632713936220619	0.538702191176283	0.706221213532804	0.635440178180415	0.651829613532731	0.698365696738098	0.63401263324073	0.653719210550062	0.633720205291552	0.658854793840465	0.678106041255352
