TCGA_barcode	59M	A2780	CAOV3	CAOV4	COV318	COV362	COV644	EFO21	EFO27	ES2	FUOV1	HEYA8	IGROV1	JHOC5	JHOM1	JHOM2B	JHOS2	JHOS4	KURAMOCHI	MCAS	OAW28	OAW42	OC314	ONCODG1	OV56	OV7	OV90	OVCAR4	OVCAR8	OVISE	OVK18	OVMANA	OVSAHO	OVTOKO	RMGI	RMUGS	SKOV3	SNU119	SNU8	SNU840	TOV112D	TOV21G	TYKNU
TCGA-31-1959-01	0.621260761499826	0.545197315248838	0.694550511981253	0.718512181501825	0.658435153851765	0.714488867418211	0.578765065015919	0.660563515976118	0.616050754425042	0.502919259836815	0.658984822886818	0.585973909597621	0.640523545089008	0.547158729181351	0.57672324891541	0.576334034043043	0.664594573602895	0.723786132975937	0.714022007961593	0.552828443401041	0.696079407471419	0.642091635366814	0.587524631233281	0.696314370925446	0.607869045214929	0.574339603231798	0.529948601369504	0.702858393834558	0.593431577032716	0.608902710689011	0.53087692217318	0.603956493772072	0.697202728957751	0.567313619378796	0.571523895887786	0.604058022273056	0.635520388647212	0.699996319155355	0.629472976554475	0.629280698704441	0.572334480118352	0.608298423403714	0.516757997261716
TCGA-36-1568-01	0.601173802971932	0.521445405881694	0.696408811973305	0.710256875256057	0.598526264875205	0.710034057700795	0.581982599654169	0.645203240632199	0.609879395610794	0.496470107518294	0.609613819503919	0.569917149994186	0.61565125290552	0.536383111972199	0.561528030432554	0.588470584357672	0.664162432704347	0.703274640735733	0.692577291714122	0.565085481201233	0.652382125050933	0.609028782481671	0.584799755651322	0.671845440085989	0.595916016687862	0.575101548109744	0.512098409541925	0.681072464213312	0.592097838585608	0.60377078419827	0.513115099989577	0.597859990771138	0.687289426573858	0.548401270550746	0.567652931727794	0.5987118578677	0.635273045101053	0.68269210339223	0.636686773946658	0.634854386487332	0.544338403279928	0.602559261368999	0.514221716026483
TCGA-36-1569-01	0.600634071198943	0.53836670321304	0.670367534708674	0.764132963340277	0.658044981247032	0.713787331341305	0.547381748716505	0.638100788162749	0.591625735155077	0.507083413533611	0.662010912733944	0.567288228108767	0.609850687113465	0.551008733293446	0.568885875869411	0.537384109882129	0.657242998800731	0.701430228162602	0.733632230649524	0.507535398570211	0.654037244457876	0.614214128081633	0.60519344064775	0.688221011478107	0.579203608169483	0.555543278901278	0.494682783611434	0.655167064008615	0.592355898559624	0.590975617636663	0.522619844033689	0.570995470873769	0.717597987081152	0.53640398355991	0.547510518223014	0.557348400297654	0.621297357948521	0.686328707361724	0.6091522260131	0.587047039797218	0.577416858348377	0.587847624490066	0.496327331885389
TCGA-36-1570-01	0.548740973960315	0.486693172461996	0.621947124382007	0.691969324137489	0.588398973623916	0.657899358550028	0.529039305469306	0.595153471734318	0.5549551165755	0.471380795665747	0.562398656442706	0.541283378742604	0.57494856242134	0.519055296355528	0.537028639477961	0.535125127239594	0.629216924406918	0.649768858221747	0.672687282209401	0.520338359591795	0.621073003387491	0.577894513340037	0.544312647400406	0.638751433546044	0.545000660178949	0.526085542626413	0.478542215920882	0.616658419759057	0.536985809618124	0.577293326190367	0.467353073997348	0.568460912050957	0.654133332441481	0.50910485931652	0.539681836611988	0.55107314753667	0.590225392806707	0.632290671040558	0.596245327878157	0.561037710061787	0.496856134171411	0.543912574752386	0.490167008321829
TCGA-36-1571-01	0.579846009773125	0.525732374476635	0.641178646258409	0.707572933717221	0.629287398154757	0.672734385947399	0.523541895896822	0.614481523095347	0.577429759788322	0.47619922792672	0.597833842070298	0.548332735551174	0.593544865647436	0.527015190629876	0.534912285541556	0.523198030179663	0.62559892962637	0.672012916572272	0.706160980916796	0.50633879938497	0.639831516552575	0.599153690125132	0.560872141052542	0.665866036941455	0.553628285087434	0.526656021737099	0.477448507449185	0.630685676672994	0.561638016580372	0.585027698406828	0.503222218978027	0.568692259063163	0.673695048408755	0.523019960423027	0.537035260773617	0.545328159672079	0.604613523488314	0.647809135260352	0.576808807920576	0.559106549141738	0.54608992954364	0.553805746316879	0.489270709745092
TCGA-36-1574-01	0.618321391369285	0.531355301679335	0.681489740229513	0.713127170065444	0.626894237276169	0.730297363392419	0.566739212699648	0.658526648274112	0.600316459198537	0.530995057060104	0.615905752187422	0.610547027367668	0.624016693987454	0.577016126552214	0.591341289574518	0.57836448099676	0.679787634968226	0.698541737483249	0.701934874689508	0.567992655350672	0.662320558782797	0.63296655770385	0.58682448546597	0.680629847132318	0.612667322470017	0.600430165948911	0.526667674189212	0.682271800730437	0.602459690612625	0.611865794170881	0.512010256943068	0.615439009351472	0.68954805042872	0.566322665456048	0.601717466898358	0.587696149779372	0.642762084026967	0.677501242871484	0.65579050072285	0.619665184340491	0.546653127583711	0.591759555238036	0.542358064055767
TCGA-36-1576-01	0.59886169284476	0.534821601922299	0.658260069661858	0.727437165996891	0.660017659046446	0.701874354750501	0.549502047848591	0.635917877716972	0.581024172327715	0.494421396831398	0.635735977319676	0.560671095581945	0.626073527161072	0.538333767730682	0.553070095648058	0.538325930424286	0.635127852312596	0.707093580692781	0.726004164221273	0.518084647221949	0.674700795157868	0.619570083754086	0.57009884246145	0.677967526459884	0.56926370396956	0.547047674286987	0.517076269604109	0.669225850924654	0.585292539850283	0.586184242355459	0.51680851378282	0.584229497570873	0.703387287669338	0.539628108092416	0.555042795514272	0.562642544438046	0.620640489299072	0.672974634730296	0.60747409547773	0.578254113483472	0.558020660640521	0.582532040728853	0.493219593097135
TCGA-36-1577-01	0.596138754880934	0.538678666203486	0.678095153874633	0.673663695687822	0.608629405904091	0.683086637670893	0.529403574953114	0.623387658112808	0.589542332017231	0.480345663094884	0.641321651085873	0.548573058726746	0.612703668133467	0.52468510255776	0.522900838395977	0.531112600707542	0.63136207293183	0.699944927433368	0.672155910170292	0.504058035134315	0.651664425418639	0.620513627123061	0.590122429466644	0.651695085023093	0.58487520754089	0.547763533862021	0.495369369310054	0.660531900998309	0.595285211592722	0.572026106437976	0.514546326997249	0.55467142104247	0.654787960869311	0.539513246403987	0.539684555865737	0.553556880689647	0.612321283391432	0.674158311921081	0.577497078668556	0.575755221428677	0.57869393538919	0.588033562960531	0.469549215932013
TCGA-36-1580-01	0.597208839498834	0.545557530670233	0.659577360074131	0.733865997276165	0.649145278474563	0.710478027583096	0.546708961865344	0.649581465439873	0.596066503027605	0.506069694997918	0.645287842616131	0.576368496804973	0.623450134882454	0.54973306441153	0.575751673059076	0.532894537160901	0.650049005929102	0.682669922607708	0.742572054684711	0.525037529691262	0.645898928279404	0.612205633688666	0.592188161380043	0.680486815750804	0.594020255956618	0.56825975727654	0.510221562580658	0.652768970233576	0.587172709975352	0.588499037818173	0.517320472417026	0.592692096391223	0.716985117482757	0.54652398050662	0.557459972058066	0.553018820110107	0.619663669197567	0.671276618412905	0.616783362658615	0.588254410273007	0.568246913639618	0.590241604592709	0.513250093820705
TCGA-36-1581-01	0.588080285294232	0.529023634445052	0.637183329933804	0.680265828902821	0.622146586160531	0.656004484993762	0.57620796851928	0.634100273782598	0.589172935044699	0.519235413665399	0.5853543125164	0.575174177899237	0.610326794296402	0.54889245768334	0.588512787498243	0.599194195392469	0.639782656361686	0.652213040581157	0.671869824912499	0.565290813061574	0.657522173633078	0.591116486336126	0.573457231815014	0.656046390751203	0.590841057699506	0.55578507151334	0.554220117678536	0.637550265406576	0.560751630059693	0.590393042589722	0.537085602993806	0.594488795008297	0.650168328334569	0.540125256404788	0.577966605409934	0.588752522769688	0.605027469487057	0.627423755075624	0.627580145803352	0.60740352696252	0.539750887863969	0.571748349968945	0.526963647690137
TCGA-57-1582-01	0.612116932267373	0.542431669234056	0.658211501754652	0.741214709541519	0.665794904460594	0.71399930521516	0.578209647288845	0.647617480815291	0.597365794361379	0.517811108824181	0.621742489644124	0.590489645232895	0.640010151201351	0.560505092821063	0.577204938808955	0.557958555584672	0.672719384564811	0.700155597662171	0.737080961878816	0.550416041949624	0.70083962294711	0.631915853955499	0.583731095594931	0.699046644925238	0.57879792934119	0.569898160389816	0.533148893878697	0.679506548024167	0.589866438638742	0.617217272395749	0.540258094804112	0.615994862853251	0.718082265017855	0.556034981347565	0.577589558330025	0.615423014825056	0.623516630489648	0.684402779976494	0.627297011135386	0.614521575101237	0.561619611831851	0.60080772643535	0.526445384388753
TCGA-57-1583-01	0.544822585621485	0.504480372205146	0.57973119991742	0.661004457077042	0.600382496347706	0.641322630036272	0.493433528971733	0.58933875597725	0.542347765151785	0.465988565536596	0.555314476506617	0.517638284524091	0.572789427627623	0.48969809681768	0.523318336381173	0.502978784488987	0.577302599467638	0.609451447421447	0.691404246918336	0.486821526631411	0.599896083810417	0.549796213701824	0.514993348074327	0.622561424515082	0.549116597193794	0.514175703002667	0.479776350638053	0.617893561012299	0.518795205178332	0.536737328731135	0.47080735678188	0.554773290978426	0.661983277911314	0.51114041081933	0.508110611622663	0.512592325270605	0.568469074938216	0.58827183506836	0.567068917612255	0.546309443781058	0.499056073696776	0.535621508709006	0.484973970978882
TCGA-57-1584-01	0.541315993303644	0.493763940969766	0.6303267543599	0.677780590237721	0.579093533100856	0.6651729597252	0.545148893754451	0.621464797378286	0.581268407181401	0.460082275579001	0.576286490309084	0.543009805217264	0.597135075091042	0.515628061880095	0.521203548917842	0.57332311873452	0.612591017255976	0.668732607947933	0.66070960857156	0.540987317949381	0.624107477080145	0.603319170612611	0.552454174511817	0.635162834214492	0.574269990733218	0.531754885234648	0.502448218633705	0.639426733017647	0.539590327042251	0.587832201848532	0.497305012704798	0.590090633562789	0.641595696490498	0.536613016497206	0.548135119051635	0.557013998204279	0.598324324340374	0.642878430898439	0.585927562401247	0.578223680035485	0.518511196776259	0.560050365578707	0.499496832864373
TCGA-57-1585-01	0.630161117066008	0.556069915362106	0.679088120155395	0.74574582715434	0.662605420004197	0.73072967650643	0.557664901412672	0.652483500602011	0.610107780231012	0.527023489803692	0.648891290471537	0.59699080456491	0.639990714046039	0.570594168368824	0.589482016719874	0.553842220861014	0.6720752674097	0.711860594006996	0.750935822861688	0.536500034272305	0.67936190252506	0.638563240969415	0.60538880013821	0.697698570977116	0.60513566793489	0.594773956231207	0.53354034476395	0.681176892975534	0.610587288900634	0.606987442879296	0.535112588316826	0.597909126660524	0.729012723384633	0.560719175091689	0.57931030553803	0.58800604561939	0.648944865974516	0.693389860704093	0.631345634768868	0.608110199616763	0.585638234860967	0.607280821988424	0.528713996153581
TCGA-57-1586-01	0.56202296562461	0.504880481136136	0.631964149274056	0.7201432880801	0.607157995891585	0.654012745200072	0.533270757024307	0.600365399599689	0.556622778260997	0.461819611111516	0.580478454642308	0.525607370989816	0.574566835426676	0.510953135428686	0.530206021097119	0.531540089925166	0.622785175976025	0.657905167892069	0.682858025175964	0.503768292800796	0.643393359284835	0.582765699965365	0.555684441429022	0.648419509432263	0.538743786623798	0.513621065081327	0.482229741748359	0.618464432667688	0.539866639658863	0.577524761507705	0.498438897285878	0.563078741632116	0.677498017915921	0.499163949089037	0.518870989891944	0.55164534398004	0.590091070008212	0.658261207800298	0.581806749637149	0.558181539161632	0.52314571650438	0.543782905616848	0.469120666523547
TCGA-57-1993-01	0.592235254738644	0.489293477467554	0.649587681951557	0.677158889655023	0.606804024438968	0.653198802130426	0.542716042766655	0.612464314331472	0.583590345690546	0.460580994301766	0.574759338435578	0.532443975279718	0.593130370274457	0.508998086435435	0.548030504240686	0.560067350400753	0.626969918065801	0.643499558555319	0.678253658917264	0.517130559437745	0.624473103748762	0.593020524227396	0.545807824332838	0.644521125264947	0.559516149371414	0.532581313219579	0.499530884728078	0.631406120092681	0.550306863914682	0.575851873298214	0.502637573313942	0.586772951623811	0.662551473948626	0.519498264000266	0.53315123326055	0.560716281730959	0.597131942184547	0.627143489050314	0.592379519991115	0.600125202737046	0.512533220361126	0.570765266714673	0.481407690196488
TCGA-57-1994-01	0.591456801159449	0.503282033803892	0.649317253609459	0.736621549144203	0.636281199141839	0.678873123946402	0.546038410491396	0.633721789568639	0.565809587657669	0.476817525372045	0.607634111903608	0.542423019222365	0.593170113679042	0.53678000921824	0.54944189561506	0.537015270981671	0.652670479233014	0.665938658303767	0.709214589742109	0.50903152111081	0.655574950563152	0.576547786891661	0.577928139310805	0.679167105808106	0.561157433566672	0.522582387066483	0.492299895000549	0.635763657224967	0.572057361313036	0.593291533716229	0.50572423146165	0.583199740330765	0.691874421330405	0.526872273377463	0.53848070444194	0.55805691557586	0.612159636400533	0.664302277211036	0.596198292454751	0.57590141597039	0.527260045801287	0.570363543151337	0.488527535064302
