TCGA_barcode	GI1	H4	HS683	NMCG1	SNU738	SW1088	SW1783	TM31
TCGA-DU-7008-01	0.479653666978988	0.51575116697842	0.482751641889487	0.506537004827725	0.47251113646131	0.48006395716065	0.477756089278166	0.494331763189555
TCGA-DU-7009-01	0.464947988889049	0.499902791559175	0.468493438775542	0.497613254333714	0.455907801687898	0.466423363451016	0.463941810829737	0.476046733781045
TCGA-DU-7010-01	0.544381614902548	0.570565292063414	0.555768531530114	0.566650188586998	0.527304321126028	0.538597245700725	0.548258728844789	0.550526526473808
TCGA-DU-7011-01	0.480839672643613	0.519643822248314	0.48555703481442	0.498550749832895	0.466900604027575	0.484661382670635	0.479408455156617	0.487121215220124
TCGA-DU-7012-01	0.540163333011553	0.568576562452423	0.57052177153995	0.571750920242918	0.510964952674925	0.563550374110811	0.561658584671959	0.554473769328485
TCGA-DU-7013-01	0.588205084053319	0.610519897883771	0.612739961885813	0.612004901180747	0.542663587001364	0.587045090796829	0.604086889537524	0.589904627884554
TCGA-DU-7014-01	0.516476242452768	0.553455172194877	0.528396864778365	0.53004696474438	0.498118233741609	0.524599469615402	0.522293072386053	0.523970874880246
TCGA-DU-7015-01	0.480804086520257	0.521033701367876	0.487015003990824	0.49975834006269	0.471594576349765	0.485404527934994	0.478436555002939	0.493592714368605
TCGA-DU-7018-01	0.50087954979576	0.542855944425615	0.513779325983634	0.534491249567906	0.49549522477944	0.513355194966668	0.507865305381752	0.51755695860253
TCGA-DU-7019-01	0.497214144747063	0.542251425190122	0.513955952714201	0.521296183977599	0.481120722135821	0.509453697597816	0.510241715125396	0.507956498332269
TCGA-DU-7290-01	0.530182694075644	0.561573340248073	0.568150546763848	0.573580172257769	0.517121942431509	0.555611683288781	0.561007894133739	0.546001206815073
TCGA-DU-7292-01	0.50228995818934	0.534433079409879	0.525632787019497	0.545756279050163	0.484124753507917	0.511998269674464	0.518786933772119	0.522272532549364
TCGA-DU-7294-01	0.476691316827537	0.512852813240357	0.484581843360171	0.508052928207624	0.469595892720991	0.481679229662305	0.482581201739937	0.48748472849162
TCGA-DU-7298-01	0.512535423611458	0.548194235520522	0.522329628587573	0.542557035991443	0.50743387876437	0.520143834434171	0.515742317667514	0.526697714963588
TCGA-DU-7299-01	0.470451629119023	0.509995853734166	0.479252199716368	0.488749904536359	0.459802560587859	0.476682143744087	0.471728250843321	0.483097277018416
TCGA-DU-7300-01	0.449560641677981	0.487601138027375	0.456172668680495	0.484488242005168	0.442748117586049	0.460098967670485	0.455760166795225	0.466616487589499
TCGA-DU-7301-01	0.527510863985469	0.564372946007105	0.546938832725681	0.544554158042773	0.509450686711432	0.53708361907788	0.540001714755195	0.536098830017671
TCGA-DU-7302-01	0.455348748026966	0.502527973603771	0.466612938364858	0.494807987342525	0.450838721475697	0.465580644730682	0.460395167597108	0.47373694247733
TCGA-DU-7304-01	0.487299575699165	0.521687257765676	0.493368472874246	0.508858914507241	0.473874188067866	0.489585501461771	0.488831102215473	0.489777264180681
TCGA-DU-7306-01	0.505175783027112	0.546776696228317	0.526729442717637	0.527263482704909	0.480086112188659	0.521633310947313	0.521683524370894	0.522258567570061
TCGA-DU-7309-01	0.455063425020347	0.493061203000282	0.460777668513956	0.485341295167887	0.455182432834559	0.455632496877712	0.457689254134663	0.468844749287258
TCGA-DU-8158-01	0.517969537695565	0.561564500088651	0.551458246435823	0.561159611333538	0.507172711879388	0.551741849119404	0.547825025487159	0.544644770008858
TCGA-DU-8161-01	0.536518950802035	0.572922382029162	0.565388167114896	0.580679978214063	0.518643046926214	0.554648869728549	0.552508275693857	0.554846166434895
TCGA-DU-8162-01	0.455003657230025	0.494380227621587	0.459323252791563	0.495137366573483	0.449311544253158	0.45558605790596	0.454895469971193	0.476535291532656
TCGA-DU-8163-01	0.498117514149917	0.538426940990763	0.499892037481018	0.505233378127703	0.486129854117248	0.50063443684202	0.492766753370816	0.499120900247396
TCGA-DU-8164-01	0.473535803015585	0.510774909111912	0.475393837358464	0.49958271149725	0.457346820209312	0.472363988254054	0.469785139851651	0.481845014378078
TCGA-DU-8165-01	0.579921641125902	0.603014279370605	0.614801697770781	0.619629367272335	0.556161752391431	0.591667819597673	0.607311104961272	0.585465344032798
TCGA-DU-8166-01	0.478834596483651	0.51708454451622	0.488867108763909	0.505816878853884	0.467111490317317	0.478652817339425	0.479463865836268	0.486185042622889
TCGA-DU-8167-01	0.4988762257518	0.529809939260256	0.50245176326676	0.514805646087118	0.490349611282485	0.502905229162759	0.501807469234457	0.51473839626298
TCGA-DU-8168-01	0.494395563959712	0.536761911669065	0.494539066876125	0.521354311773152	0.480435299794345	0.497038824588691	0.48920436793389	0.50899538201873
TCGA-DU-A5TP-01	0.546130310000851	0.580978105722729	0.548585514094568	0.550110211580613	0.521543456783963	0.553142372544421	0.547217146007437	0.550826079954367
TCGA-DU-A5TR-01	0.495895899890114	0.53039687734967	0.502669207567417	0.498821764375467	0.486105306750154	0.512858617356855	0.503210919000954	0.506560135079903
TCGA-DU-A5TS-01	0.501536411225851	0.532890187903815	0.502508022357348	0.510158836028225	0.501059115062912	0.508387045956991	0.506313109004324	0.5053350179077
TCGA-DU-A5TT-01	0.513615485888494	0.544414872335876	0.529976974598671	0.535801589899356	0.488765080776144	0.525456987598831	0.532626241406323	0.513634375280014
TCGA-DU-A5TU-01	0.516930547934591	0.547991391292904	0.522405085236396	0.530252952396553	0.499187566883162	0.5249088074451	0.522832395229507	0.530669360889791
