TCGA_barcode	COLO680N	ECGI10	KYSE140	KYSE150	KYSE180	KYSE270	KYSE30	KYSE410	KYSE450	KYSE510	KYSE520	KYSE70	OE19	OE21	OE33	TE1	TE10	TE11	TE14	TE15	TE4	TE5	TE6	TE8	TE9
TCGA-IG-A3YB-01	0.708320042899969	0.70822774246117	0.687373611393938	0.689354173255887	0.6902062161627	0.660490908936209	0.679745571710928	0.656349114242395	0.692528419134977	0.719500573798067	0.693440965877797	0.664830574454543	0.601179674441798	0.724829200569481	0.652171798233079	0.656172752721143	0.670599528556978	0.732764990986167	0.719392130574564	0.701031716241799	0.640454578584955	0.710277741201988	0.700779121795419	0.696445454045109	0.735781724058108
TCGA-IG-A3YC-01	0.673505961112707	0.698089138533248	0.679614751669193	0.648358843500233	0.70293659174733	0.623765098242811	0.649650600682665	0.650156427923574	0.651398134734286	0.70523407869721	0.706712749620122	0.613025771608725	0.595739759505773	0.779371009182357	0.656717617022559	0.622511493281827	0.69634709759796	0.767775189192749	0.751516421135391	0.733456013723781	0.63922172832395	0.667210305226126	0.663647157534534	0.643180226424261	0.772818946291654
TCGA-IG-A4P3-01	0.664391297356196	0.705356515200581	0.693925124627801	0.635729989281185	0.70079217260032	0.627899944491114	0.652938630880611	0.659097625999301	0.675431208250482	0.713173455843204	0.689255445777976	0.642134926748	0.586823919038991	0.758251123909619	0.657735283502761	0.618847650077335	0.687888153214208	0.752395573048804	0.750764324738451	0.718029772010907	0.647173023906543	0.689148696375807	0.693320900302592	0.639302389364271	0.760364645186692
TCGA-IG-A4QS-01	0.589391982090527	0.593353042100229	0.545114017210865	0.585824276215786	0.575279576766237	0.514437135950165	0.58574170147468	0.581786812633126	0.540973443227851	0.628041955736766	0.577196154775234	0.509539628377441	0.722103632443825	0.600075554592952	0.679956255182319	0.554561903619044	0.596192961617876	0.632673181387157	0.62334384096458	0.6319876665336	0.586189116650482	0.591048158890103	0.560612761217724	0.533156654222989	0.628324916514713
TCGA-IG-A50L-01	0.662342058556782	0.739913875133032	0.740022386924196	0.651018010081346	0.767623823528922	0.678407022238063	0.643859768555321	0.676975668005963	0.712970090554282	0.705213612051348	0.75021287581015	0.686764361906714	0.553986721019247	0.80565293837549	0.631491847603765	0.65557610047618	0.722595595042844	0.793499158207648	0.754989616894328	0.714569287334538	0.665944272442531	0.654233622281871	0.720754708804597	0.70122308372563	0.757438912579033
TCGA-IG-A51D-01	0.700170638923246	0.725271676663132	0.705247135733777	0.666521291045402	0.751898628995366	0.677918230581245	0.657024768022031	0.677631859230997	0.699094071155799	0.720590799561607	0.751680964070995	0.626768888615727	0.575382867328264	0.795229552982169	0.661893498998042	0.672863599907683	0.715123344164956	0.780495341190621	0.753698504517682	0.746955024211866	0.655983312122109	0.663671061881711	0.701235397173303	0.698571888709587	0.766229243062231
TCGA-IG-A5B8-01	0.67099731275433	0.699196175041383	0.652315734253822	0.63563036173178	0.694939980955142	0.614228271316919	0.641140490329562	0.615169988464229	0.622049115618533	0.679987379984379	0.695951434795706	0.574316613530084	0.56883784326583	0.761878053991293	0.641584862775958	0.618932683718787	0.681344149039137	0.752174823798679	0.70157990892242	0.716275520693092	0.607444712153954	0.646567932177906	0.620005687649793	0.623644516240218	0.748010721434647
TCGA-IG-A5S3-01	0.670388900730127	0.674836966001401	0.695394180815222	0.594964328108135	0.684429625229186	0.684757933241713	0.61757810070743	0.633328081490914	0.705301982469049	0.670969472060639	0.693105462056468	0.645983686536493	0.540769643466515	0.724055688395769	0.608981581868456	0.649127801283768	0.680859929990428	0.705885880189406	0.727409691818153	0.673830773638146	0.636633095057875	0.656501702001482	0.707318167406149	0.702692558365495	0.705533363496227
TCGA-IG-A625-01	0.660332684549733	0.685497248196454	0.689745621247922	0.605321719895043	0.706412186606091	0.666645865953843	0.627845788200397	0.642162271772187	0.700780494595301	0.691028538000595	0.703045661467012	0.673576732262275	0.540620837588656	0.758667945149239	0.607984109559554	0.633970702204558	0.679508801854788	0.743502543715451	0.763239229206377	0.690852147720636	0.646677776863892	0.669663262777373	0.713618214383116	0.681582000662035	0.738925297096074
TCGA-IG-A6QS-01	0.70592522461343	0.723474755806919	0.690415197688825	0.673151188241255	0.717464610666596	0.657743138146294	0.63485241012643	0.625671456425073	0.66160080264429	0.705778177517011	0.720111417533522	0.627870098956328	0.546757721188786	0.782500248451237	0.661701389190233	0.664553403631091	0.690425938548076	0.784491712633859	0.708084817939269	0.718677466744175	0.619975600535473	0.661359384561521	0.656122996857934	0.690775232866103	0.7383572485041
TCGA-IG-A7DP-01	0.681225988593186	0.676312310808296	0.64733875523004	0.658650162306025	0.659925260322041	0.639499530720343	0.663934470192936	0.646856930678973	0.659759832885148	0.695024944005133	0.663819171643019	0.632173947793377	0.735648241587704	0.657883646728406	0.725828634554562	0.660407628461199	0.659230025666396	0.692703958395415	0.702225661090537	0.672041444367428	0.657383044678651	0.675526876820325	0.680579464950641	0.650665202483802	0.676658959670303
TCGA-IG-A8O2-01	0.683459540152822	0.708853473629982	0.701403100350655	0.648888860808525	0.731233219024016	0.68586047195577	0.658461075639989	0.678408090494892	0.712740747360347	0.719569311139938	0.703320950815937	0.658050179648889	0.60747031045334	0.740204013455223	0.653924475572695	0.649067972479621	0.711743727254491	0.755614856219746	0.776198645335006	0.732738393322811	0.658822041801751	0.702296279098554	0.724058472625411	0.669126350836623	0.735453814420711
TCGA-IG-A97I-01	0.724185861979184	0.738985222126682	0.734623732205653	0.67068292102449	0.728301323215207	0.68417890159137	0.668224190923229	0.657910341298821	0.702286660167943	0.74147038568947	0.73044386003017	0.677941555112505	0.572597920811619	0.793054171439917	0.665630518740126	0.681982397705998	0.72548731348625	0.785236272771358	0.753738282003757	0.736875318656804	0.663583537619836	0.700900892981224	0.713285200707776	0.727112721986808	0.780916873698595
TCGA-JY-A6FA-01	0.675484889504679	0.717884509990023	0.695656871321561	0.640153774361376	0.723410477382342	0.636792299924272	0.652979568726622	0.642227728249237	0.69216945890035	0.717674949718043	0.71076070361489	0.647351739291123	0.587440144548008	0.758548312421273	0.632827053502382	0.638505879743463	0.703277787831165	0.772884964460405	0.767501747977257	0.720870675949269	0.642220186450231	0.690416085782209	0.695594039927242	0.653712954995243	0.776391147745381
TCGA-JY-A6FB-01	0.617044529874119	0.615801100393587	0.565517402094754	0.603942661966353	0.585854381758623	0.573909077302816	0.607936859645384	0.620465583825019	0.585340900452029	0.639928865572103	0.585850555889968	0.550458859032001	0.751437378313049	0.59079912452229	0.72782890466942	0.611899613395454	0.61264333832484	0.624977646861787	0.63068394166644	0.62388755536607	0.635297581765735	0.621563123122124	0.599432719198652	0.58168401175109	0.613862600025746
