TCGA_barcode	A253	BHY	BICR16	BICR18	BICR22	BICR31	BICR56	BICR6	CAL27	CAL33	FADU	HS840T	HSC2	HSC3	HSC4	PECAPJ15	PECAPJ49	SCC15	SCC25	SCC4	SCC9	SNU1041	SNU1066	SNU1076	SNU1214	SNU899	YD10B	YD15	YD38	YD8
TCGA-BA-A6DG-01	0.696192390078918	0.672713125847263	0.742687820541171	0.647492788351923	0.703570195143326	0.725373553555115	0.699126713154366	0.739869338546395	0.693348015959359	0.678652549938985	0.642031508973411	0.594044980028342	0.686755452975626	0.664719038607681	0.681333359691065	0.69606275795548	0.70319530119727	0.771545898630935	0.732164500815315	0.744996851016342	0.708623535939252	0.701242412169497	0.640761931828415	0.664636588223688	0.706704616425046	0.691299629058932	0.669726782379895	0.625246920780769	0.6323198605695	0.646178555164306
TCGA-BA-A6DI-01	0.659337738009854	0.654863949018263	0.712139591620621	0.614658114127421	0.699571887711429	0.706788607674	0.704655319438966	0.723793977490373	0.708715641971677	0.7031272403626	0.62864681220003	0.483608309185141	0.67020636957024	0.62300912076415	0.667211492878517	0.681937908361091	0.665655746249677	0.725903327568884	0.676206873159013	0.693593266549502	0.682969059854485	0.714692519956116	0.671234626486923	0.677855900964932	0.70991113223517	0.705210697010078	0.630795225671267	0.602911811350021	0.625777158642618	0.559202335490347
TCGA-BA-A6DJ-01	0.689418990065465	0.688806876630464	0.713508062556525	0.587581847668517	0.735130807852549	0.693011007433822	0.730598682403341	0.705302438681605	0.706634945430919	0.688580661442723	0.623330152470943	0.500666002976736	0.693406229515641	0.670125245303208	0.666657750198605	0.687968989166417	0.696821044149632	0.743916038820659	0.732025647923924	0.714630665391296	0.690594561594267	0.665204052927684	0.621973432884707	0.650436803463575	0.741540191399496	0.680747431962232	0.692097641109599	0.613794588695611	0.649708992510975	0.604591950678415
TCGA-BA-A6DL-01	0.66134183749663	0.636712965271283	0.659253337619882	0.591990650636412	0.700291156658711	0.681885010955811	0.661234849413048	0.747399726689668	0.669471798807978	0.663595421438278	0.624207394050569	0.445577660741832	0.62296111333831	0.586508786015885	0.63216688303196	0.667427334024357	0.632367413142225	0.665945424628944	0.645438017633951	0.688139501351793	0.630550511872314	0.656057861391022	0.599590879002827	0.616535346968745	0.665790949445799	0.680889900676372	0.600995975344201	0.574053544579774	0.582438631289187	0.514819296161596
TCGA-BA-A8YP-01	0.672539139720214	0.625554135670643	0.701961532644309	0.711394783165664	0.623763745445461	0.696812212796787	0.607039286138162	0.640991860281436	0.664528266399933	0.628390107298131	0.651220078528507	0.594096804475877	0.64700498493859	0.604089781376557	0.671249471985109	0.66231301778152	0.676043605387181	0.65998869884403	0.674437143411555	0.678047978563367	0.590165864356551	0.673747516413377	0.629954112785666	0.625711742116379	0.642778291208128	0.639865725400318	0.621741425667895	0.606060194612704	0.617955961956039	0.620439643871912
TCGA-BB-4217-01	0.695991413219768	0.649151279083842	0.705451548251616	0.660965418907049	0.695711890854461	0.712890942764214	0.678939367788641	0.727454965736473	0.70264090480875	0.698593326006084	0.667554069328383	0.507762539083298	0.675388095192038	0.637485943732342	0.679339338204053	0.703745502196802	0.685047773461145	0.715186359484341	0.682972858661968	0.698860811289979	0.654776141149663	0.715361784120832	0.670213976707188	0.670304972718093	0.685908530764912	0.699974393889514	0.637357836173646	0.620911952068405	0.628873935106203	0.57806246026248
TCGA-BB-4223-01	0.635292757534577	0.601758310185176	0.632126642487936	0.619477307304861	0.634177592284944	0.641736081542924	0.611656931621726	0.644944270781021	0.655810102550463	0.657470128026568	0.6284941349517	0.516209861438904	0.613520594816819	0.5810592668051	0.638116227878148	0.659223590919385	0.620400548500341	0.649378596951898	0.612363834598989	0.638626445402506	0.556353120900643	0.640712247839489	0.627277643688553	0.630172610921152	0.600651625160678	0.637184618995562	0.589843680415079	0.575009974628192	0.575837152835152	0.577867231766046
TCGA-BB-4224-01	0.663051057847038	0.632024138647174	0.68012904146525	0.592495022966867	0.686918334544861	0.665493269036281	0.67416040501278	0.688629068695249	0.672025739218338	0.665151274668304	0.619070973854017	0.480355896786622	0.641792268001912	0.613579989299868	0.66522472640395	0.662846269581832	0.630038172340141	0.693227971006202	0.664878299853493	0.680031557179836	0.667717234210256	0.634743337166538	0.617091044080943	0.633400041008012	0.702767495345627	0.633116109841147	0.653510699751683	0.569250046935018	0.583041142728243	0.579139724830164
TCGA-BB-4225-01	0.620857482543363	0.577625771920456	0.627706378362316	0.592488190342688	0.599686230700907	0.644398794166596	0.584358702847565	0.64400442440278	0.628751964320111	0.623258980696954	0.590873521959689	0.490808089289048	0.591070340857047	0.55731138340928	0.611915999493866	0.63163018575642	0.625941967306978	0.630657478207497	0.6121221640009	0.624459209020745	0.529018921547716	0.621622365991086	0.586967313233856	0.596963601364151	0.601700717363339	0.613789523336771	0.560059163493939	0.553143060512174	0.547451407010414	0.555112683096631
TCGA-BB-4227-01	0.699420358707982	0.706597604763959	0.733106065167365	0.647721837790681	0.722791501381625	0.769007213126487	0.741211301349281	0.718322525164001	0.745509347116081	0.707835383202165	0.691636286259845	0.536734956738587	0.707434174367962	0.667586733295294	0.698365432839611	0.718273928740153	0.736218716553907	0.757403207576644	0.736511284300472	0.712214828018504	0.711356877772742	0.714787363585287	0.684088471571609	0.688907851553587	0.718771030810964	0.685610891117179	0.657941884029683	0.644896261673963	0.672381370687322	0.609456971740281
TCGA-BB-4228-01	0.621074567489305	0.588871106689282	0.655168092101486	0.606406440544383	0.619321745941395	0.661427263593454	0.617831490741837	0.655419186621297	0.650927914261067	0.631888956056184	0.597554160065194	0.523950237096466	0.607293773006081	0.577804892553743	0.626449651953456	0.636964801023801	0.633319605475075	0.667159388980902	0.62301643558042	0.641188052963061	0.578373836293858	0.637496656860233	0.615885602411216	0.610763060537503	0.613388405665705	0.633011989980729	0.57548247283131	0.57560088075084	0.583821359859494	0.571513420219455
TCGA-BB-8596-01	0.679143421970157	0.644882511345321	0.719273228545556	0.679829602370322	0.675637138799755	0.72235727491095	0.678772038594801	0.691945580896939	0.705882574821263	0.678576970070629	0.65727449680571	0.567752931694782	0.67577477105414	0.619972014973696	0.692112412659349	0.687313754533355	0.6975261411086	0.714340189125884	0.694454722615779	0.701019352835606	0.640127937048676	0.712758550216105	0.658371979367847	0.669303201526564	0.670950650808116	0.695132694703064	0.635728840273293	0.62482346472995	0.638841093447379	0.621379193727049
TCGA-BB-8601-01	0.671758717003223	0.598447261575651	0.711560565980979	0.674905975176487	0.631809785337037	0.665739518643008	0.651866184038856	0.628191181579922	0.657714358434567	0.630320166357328	0.621011288357904	0.509219983162842	0.646380966955476	0.587994444143723	0.650217748313255	0.626381080532956	0.659609829090527	0.665874710503228	0.651227518759257	0.64227051301037	0.625298239425825	0.662168886025965	0.626278191511638	0.609174632950565	0.684640228130252	0.626898841772822	0.611834716709944	0.570402754589554	0.587220737195989	0.555869688907838
TCGA-BB-A5HU-01	0.678985241531966	0.699637388897166	0.723347064196272	0.647962029051818	0.694660239891862	0.740732078454002	0.698581636146968	0.69989530862459	0.711189959914532	0.668519840547699	0.65234130524168	0.580584634336923	0.706221990831673	0.678004600642723	0.688153255846357	0.682150340362826	0.720294039526958	0.752754325921196	0.749414038986314	0.728313877033804	0.712787347543963	0.667412526504723	0.634555024601684	0.661501041277109	0.705629422711581	0.677474893443504	0.672554458109695	0.642208771975903	0.658856960022947	0.636878991584249
TCGA-BB-A5HY-01	0.74115350745893	0.701604075919449	0.75760435761619	0.706885008443776	0.698434380353736	0.762706566112636	0.713810054134544	0.714930190941581	0.731394112505025	0.707057164437856	0.71406779487904	0.585061809170892	0.719241238399078	0.687697198673175	0.712292304762761	0.748490879532087	0.779137297904764	0.7659049587203	0.769386947445468	0.738080011490327	0.6509001419597	0.716512408675349	0.686665387799764	0.690258110729751	0.71337250835621	0.690329751767127	0.692975021488299	0.666181280980692	0.661104713182583	0.678726583189234
TCGA-BB-A5HZ-01	0.646116735871275	0.62217038066049	0.653007223505985	0.56176191273119	0.685144595713752	0.663186333518221	0.655957612981324	0.719300425741014	0.641342973833363	0.628608011620618	0.58223420632843	0.476469567340857	0.604332419031421	0.581430766429108	0.618988797133554	0.64539119588625	0.616755309423228	0.66439552217528	0.64173656616554	0.683088973268614	0.650200744762732	0.629138127943532	0.559676195469944	0.588738186522668	0.672353742722175	0.658008798028411	0.611052817365612	0.558133339969419	0.586401093694917	0.537341223164864
