TCGA_barcode	AML193	EOL1	F36P	GDM1	HEL	HEL9217	HL60	KASUMI1	KASUMI6	KG1	M07E	ME1	MOLM13	MOLM16	MONOMAC1	MONOMAC6	MV411	NB4	NOMO1	OCIAML2	OCIAML3	OCIAML5	OCIM1	P31FUJ	PL21	SIGM5	SKM1	TF1	THP1
TCGA-AB-2818-03	0.689400615677785	0.673197108496737	0.572125061025198	0.662115829234276	0.559991226221967	0.5742421705561	0.691622900654594	0.63256813997778	0.720857609558574	0.682988465491595	0.591440557373363	0.633884948662106	0.666725505399059	0.570732723191283	0.696511966034758	0.671203276043986	0.640161600336834	0.654121207031038	0.689444887474891	0.705601771097703	0.623777407031849	0.676075428322056	0.555619385781096	0.666586878897189	0.685172786170533	0.67853896733683	0.61905186936545	0.571688669277821	0.621365449534806
TCGA-AB-2819-03	0.676917967522693	0.670223351345199	0.605731216494665	0.683945875935606	0.591930425482295	0.608490000218254	0.681843147466532	0.72777509625165	0.695763718195652	0.699811595644671	0.6259832658406	0.69976837631592	0.65869694755255	0.615630586950987	0.675538282845346	0.663021914028648	0.647690160409597	0.668678747896247	0.664626846630322	0.681060734884199	0.61739600476289	0.692848125774201	0.569744912752262	0.632172397705823	0.649021555640807	0.684208915418998	0.650196528255803	0.605656504651404	0.643144235520083
TCGA-AB-2820-03	0.62808150123361	0.642455979244723	0.576628446206298	0.694133946294301	0.559267058936209	0.568538612477988	0.59612703168144	0.622989397556087	0.688968552584309	0.728953403395425	0.590202810689409	0.661857220904723	0.618609601725001	0.582906121421873	0.617953583073577	0.61007839634418	0.618915213065131	0.59203707479976	0.609011309559355	0.615894278355051	0.578096985289979	0.634757820510681	0.530555286969556	0.611548771962607	0.607185193893987	0.603207491678212	0.593943454731627	0.576644102233775	0.578880826261066
TCGA-AB-2821-03	0.69077912762421	0.677137522773129	0.618626258452845	0.710173299931932	0.62068005119654	0.634985294554654	0.683120233775732	0.672824885020442	0.706196745368966	0.725170490946228	0.610085378140847	0.679898874039499	0.643084769395834	0.610736208353338	0.663132542967953	0.657016024298658	0.625044694866911	0.653431595158512	0.665866172155236	0.661256042594988	0.628369406066281	0.699405226020323	0.568092988071023	0.641872811045903	0.657176085515816	0.670628977970025	0.675641335240013	0.610504352248645	0.638914896803954
TCGA-AB-2822-03	0.635685331111468	0.638786434099554	0.599147739139396	0.698409928063439	0.599832647029694	0.609905168618938	0.609854932845439	0.640711249007181	0.710317858733921	0.716252633139365	0.614617946847332	0.674226316132802	0.599202654153461	0.611287038386508	0.616470337384633	0.609353206182052	0.593005129754807	0.603553649273094	0.603390227074449	0.60881269326929	0.555571694821877	0.656134279923422	0.566693857843844	0.599517731354296	0.604503744234363	0.61230294674569	0.599230852651096	0.583618647483272	0.575897465215354
TCGA-AB-2823-03	0.678243412309357	0.682540275520027	0.584386502558917	0.691290463614777	0.567748698710463	0.581122902103678	0.676250004280546	0.668341861753955	0.713027460833535	0.685272227522162	0.631194100372297	0.690165836970993	0.666720381217627	0.596386260744148	0.683722812682834	0.659987182628545	0.68218302855369	0.696673269811723	0.660135318722474	0.675844615608522	0.621898000313499	0.681826584508765	0.534203672202628	0.66634574730208	0.659549088182469	0.672151097551072	0.642782463236664	0.602609859128407	0.635278867359083
TCGA-AB-2825-03	0.678328099188153	0.723105142735455	0.557221144025873	0.664578074772422	0.536472079008902	0.549402525806804	0.679742839937826	0.622222868682717	0.700031338249007	0.67286086994314	0.569407617911657	0.630237917706024	0.703587982631531	0.555298309496461	0.727327162219759	0.699207782327947	0.706064285053937	0.649950050518592	0.728561082062002	0.732516325149082	0.667931026752258	0.695493181837064	0.531353249756474	0.673774953130653	0.692376846250008	0.705257039163688	0.639724103491496	0.573378026249895	0.65549503698137
TCGA-AB-2826-03	0.690606426192421	0.698582363041144	0.551313791540959	0.651380685694764	0.533108691877095	0.546881631272498	0.706017519494518	0.63328276473105	0.690465905535697	0.673940338831867	0.567429944491901	0.62005391255888	0.690301005772703	0.549204140737306	0.717822339371083	0.693659216940506	0.671527826623445	0.674655533936197	0.712192732004745	0.73021887959081	0.656657779433239	0.693583634034265	0.526782942051591	0.693210793612933	0.703301440697942	0.711162951832495	0.655160150267058	0.555625371393745	0.652653724663752
TCGA-AB-2828-03	0.679964356093476	0.700881851921852	0.571099691960876	0.669367074123448	0.549058889892054	0.565177714453172	0.687112665355048	0.654321706944877	0.678514698004109	0.681256396614213	0.585291696370496	0.683981085039468	0.685969723134459	0.561264091063067	0.704467177821316	0.668035534491846	0.678556910770382	0.65986306584292	0.693552874949729	0.725561963682444	0.64748825002069	0.702605356427135	0.529477740079662	0.663617276800615	0.69977724404897	0.705285890053577	0.643008811897156	0.57831597580268	0.643014072977475
TCGA-AB-2830-03	0.67229196450215	0.690667325911102	0.604233239154787	0.71619975147643	0.606604117584327	0.6206363275225	0.660581678493359	0.663997063142894	0.728403811561284	0.728072197485603	0.633933508869959	0.698253026525771	0.67051326930305	0.627327584915294	0.682105305811085	0.663089373136634	0.677026573596936	0.653505541934919	0.672676159159621	0.683955220194203	0.633381267627651	0.693114605190979	0.572541730300245	0.638540781997268	0.635703106612735	0.672911711111173	0.656999344202582	0.618282091497781	0.645817002249431
TCGA-AB-2834-03	0.691071061123502	0.691722043274953	0.571210676926482	0.668806500943005	0.559750610777332	0.574824480257573	0.707706699627758	0.634972450098453	0.700828514068517	0.686496324798938	0.583610385602946	0.642525857951104	0.681399082176983	0.562717512267329	0.704225311231371	0.668751497461364	0.6579846479771	0.66898592606084	0.690213203847836	0.724259730771257	0.617588680897156	0.680405822693034	0.528684628509032	0.686425257239915	0.692435381587853	0.684816563202838	0.639513481782493	0.570923427332503	0.637958012279566
TCGA-AB-2835-03	0.710773283586165	0.743103772824345	0.579644650835063	0.671102102463842	0.560087188436081	0.567973491763724	0.718784378507547	0.653229829314259	0.697571285961742	0.685856969076334	0.581251885689974	0.650668804294567	0.732213691522633	0.572298359496467	0.761641686728366	0.72777005870948	0.727067889448522	0.691413825727587	0.74737155288146	0.757346841525133	0.709777219165031	0.729899852149749	0.537844278589564	0.704366088468377	0.734279093476332	0.739997494912737	0.686571604672663	0.594244925413311	0.69142731797757
TCGA-AB-2836-03	0.686482340276123	0.708583373768028	0.598288268119888	0.693481897865233	0.578111064423969	0.589156657552019	0.682726319458993	0.636557473610967	0.731687546585767	0.70503094432787	0.602500015721192	0.671449576392886	0.685572575432802	0.587277946272402	0.717959790070511	0.681028125500855	0.685527297956842	0.659431100714401	0.705881741145305	0.714361519717088	0.654234839252006	0.694527389676487	0.556369749355596	0.685116453067912	0.68206998035386	0.693901926534733	0.644987477109458	0.602504953902152	0.639316983947811
TCGA-AB-2839-03	0.650895501370812	0.638885024233683	0.581029009696454	0.709602349721423	0.583916866701599	0.591797858692056	0.629124388940787	0.644044414000035	0.740632232855649	0.712640726506841	0.622275631711474	0.698253299303762	0.616766538247236	0.590064704505373	0.639839805370014	0.620903936781006	0.619390256989587	0.640898773996243	0.624557054808864	0.655067268586566	0.566136931581961	0.64262442741026	0.545014847127512	0.641447227629278	0.622868037217076	0.615889921259601	0.584288902407831	0.58835935592982	0.575760251949781
